DiseaseName,DiseaseCode,Country,CountryCode,Registry,Gender,AgeGroup,Incidence,MortalityRate,Year
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Female,60-74,156.85,87.83,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Female,75-85+,198.97,154.2,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,30-44,6.08,3.04,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,45-59,37.69,35.33,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,60-74,264.32,164.77,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Ticino,Male,75-85+,416.57,409.62,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,30-44,0.0,3.04,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,45-59,36.87,23.7,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,60-74,102.84,71.99,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Female,75-85+,219.9,193.25,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,30-44,5.93,2.96,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,45-59,54.89,23.53,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,60-74,284.59,131.35,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Valais,Male,75-85+,346.21,363.96,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,30-44,2.33,1.17,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,45-59,51.67,22.31,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,60-74,151.57,83.63,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Female,75-85+,150.19,115.04,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,15-29,1.28,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,30-44,0.0,1.17,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,45-59,42.88,16.68,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,60-74,233.0,132.03,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,Vaud,Male,75-85+,293.13,279.17,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,15-29,0.74,0.74,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,30-44,3.7,0.53,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,45-59,32.21,11.5,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,60-74,168.8,72.7,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Female,75-85+,190.08,144.4,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,30-44,3.59,1.03,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,45-59,36.19,20.29,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,60-74,201.29,125.13,2017
Malignant neoplasm of lung,C0242379,Switzerland,CH,"Zurich, Zug, Schaffhausen, and Schwyz",Male,75-85+,312.25,242.4,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,30-44,3.76,1.61,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,45-59,42.87,28.41,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,60-74,211.53,150.47,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Female,75-85+,315.84,250.15,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,15-29,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,30-44,2.25,3.38,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,45-59,38.1,28.98,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,60-74,247.56,182.41,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Northern Ireland,Male,75-85+,572.36,467.97,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,15-29,1.05,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,30-44,2.58,1.1,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,45-59,34.9,24.18,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,60-74,207.41,142.6,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Female,75-85+,274.05,251.42,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,0-14,0.0,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,15-29,0.33,0.0,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,30-44,1.87,0.75,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,45-59,33.99,24.37,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,60-74,223.37,177.33,2017
Malignant neoplasm of lung,C0242379,United Kingdom,GB,Wales,Male,75-85+,442.3,376.99,2017
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,0-14,0.32,0.0,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,15-29,0.26,0.0,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,30-44,4.0,1.49,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,45-59,36.79,24.27,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,60-74,140.66,102.26,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Female,75-85+,125.23,120.19,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,0-14,0.15,0.0,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,15-29,0.37,0.12,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,30-44,4.16,2.14,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,45-59,54.34,36.06,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,60-74,230.1,185.85,2018
Malignant neoplasm of lung,C0242379,Austria,AT,Austria,Male,75-85+,254.52,277.18,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,15-29,0.6,0.0,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,30-44,4.74,2.09,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,45-59,49.09,25.18,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,60-74,174.98,96.8,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Female,75-85+,139.46,114.08,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,15-29,0.29,0.0,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,30-44,4.97,1.9,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,45-59,65.85,36.27,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,60-74,335.17,202.56,2018
Malignant neoplasm of lung,C0242379,Belgium,BE,Belgium,Male,75-85+,499.58,431.63,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,0-14,,0.0,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,15-29,,0.0,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,30-44,,2.85,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,45-59,,23.32,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,60-74,,53.16,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Female,75-85+,,52.88,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,0-14,,0.0,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,15-29,,0.55,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,30-44,,4.08,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,45-59,,72.86,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,60-74,,243.09,2018
Malignant neoplasm of lung,C0242379,Bulgaria,BG,Bulgaria,Male,75-85+,,232.48,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,30-44,2.27,1.77,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,45-59,44.36,31.82,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,60-74,141.27,114.6,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Female,75-85+,112.69,102.37,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,30-44,5.84,2.54,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,45-59,90.28,75.19,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,60-74,387.31,330.94,2018
Malignant neoplasm of lung,C0242379,Croatia,HR,Croatia,Male,75-85+,440.52,461.18,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,15-29,0.0,1.19,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,30-44,2.82,0.0,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,45-59,26.79,15.0,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,60-74,63.49,33.19,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Female,75-85+,85.55,67.85,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,15-29,1.1,0.0,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,30-44,7.07,2.02,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,45-59,51.92,37.08,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,60-74,226.15,152.31,2018
Malignant neoplasm of lung,C0242379,Cyprus,CY,Cyprus,Male,75-85+,355.79,284.63,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,15-29,0.25,0.37,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,30-44,2.0,1.41,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,45-59,23.85,18.62,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,60-74,132.87,95.06,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Female,75-85+,139.85,135.21,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,0-14,0.12,0.0,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,15-29,0.35,0.35,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,30-44,2.98,1.65,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,45-59,39.36,28.35,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,60-74,291.29,228.27,2018
Malignant neoplasm of lung,C0242379,Czechia,CZ,Czechia,Male,75-85+,396.53,361.81,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,15-29,0.55,0.0,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,30-44,3.83,1.53,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,45-59,56.92,27.01,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,60-74,255.4,153.4,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Female,75-85+,348.76,290.36,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,0-14,0.2,0.0,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,15-29,0.35,0.0,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,30-44,3.19,1.5,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,45-59,37.64,22.85,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,60-74,268.08,170.24,2018
Malignant neoplasm of lung,C0242379,Denmark,DK,Denmark,Male,75-85+,452.84,390.92,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,30-44,5.89,0.74,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,45-59,21.49,11.85,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,60-74,94.83,53.29,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Female,75-85+,120.62,91.85,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,15-29,0.89,0.0,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,30-44,2.07,0.69,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,45-59,61.8,47.72,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,60-74,368.53,288.85,2018
Malignant neoplasm of lung,C0242379,Estonia,EE,Estonia,Male,75-85+,560.09,499.68,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,15-29,0.21,0.21,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,30-44,1.57,0.79,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,45-59,18.41,12.28,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,60-74,100.07,68.96,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Female,75-85+,143.28,117.31,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,15-29,0.2,0.0,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,30-44,2.04,0.74,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,45-59,20.68,20.87,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,60-74,193.54,150.84,2018
Malignant neoplasm of lung,C0242379,Finland,FI,Finland,Male,75-85+,358.02,297.02,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,15-29,0.45,0.23,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,30-44,4.27,2.31,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,45-59,32.38,16.94,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,60-74,185.9,101.94,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Female,75-85+,278.94,231.62,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,15-29,0.67,0.22,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,30-44,3.0,2.44,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,45-59,40.42,24.12,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,60-74,229.43,153.8,2018
Malignant neoplasm of lung,C0242379,Ireland,IE,Ireland,Male,75-85+,439.77,340.78,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,0-14,0.0,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,15-29,0.0,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,30-44,2.46,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,45-59,18.35,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,60-74,57.03,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Female,75-85+,67.1,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,0-14,0.0,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,15-29,0.0,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,30-44,2.45,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,45-59,30.55,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,60-74,230.17,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Agrigento,Male,75-85+,409.82,,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,30-44,3.8,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,45-59,13.65,6.07,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,60-74,37.47,43.38,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Female,75-85+,45.4,55.49,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,15-29,2.07,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,30-44,0.0,1.82,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,45-59,45.43,32.9,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,60-74,188.76,137.85,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Basilicata,Male,75-85+,345.02,337.68,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,30-44,0.92,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,45-59,26.44,20.22,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,60-74,115.16,78.91,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Female,75-85+,149.38,153.78,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,15-29,1.15,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,30-44,1.79,1.79,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,45-59,41.74,22.36,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,60-74,214.47,177.61,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Bergamo,Male,75-85+,501.68,486.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,30-44,2.8,1.17,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,45-59,31.89,19.32,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,60-74,133.55,78.27,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Female,75-85+,174.61,128.32,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,15-29,0.63,0.32,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,30-44,5.15,1.64,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,45-59,38.27,24.69,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,60-74,244.0,166.21,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Emilia-Romagna,Male,75-85+,449.6,367.42,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,30-44,1.85,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,45-59,28.89,13.07,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,60-74,115.78,82.46,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Female,75-85+,149.03,119.22,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,15-29,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,30-44,3.6,2.7,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,45-59,27.69,22.84,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,60-74,207.57,139.6,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Friuli Venezia Giulia,Male,75-85+,389.04,382.77,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,0-14,,0.52,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,15-29,,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,30-44,,2.31,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,45-59,,19.3,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,60-74,,92.02,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Female,75-85+,,172.42,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,0-14,,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,15-29,,0.22,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,30-44,,3.33,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,45-59,,27.74,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,60-74,,203.06,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Lazio,Male,75-85+,,497.79,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,15-29,1.96,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,30-44,5.5,2.75,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,45-59,23.78,16.98,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,60-74,111.59,74.39,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Female,75-85+,121.29,150.33,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,15-29,3.63,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,30-44,1.32,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,45-59,33.11,23.18,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,60-74,246.6,192.66,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Mantova and Cremona,Male,75-85+,507.01,479.75,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Naples South,Female,0-14,0.0,0.0,2018
Malignant neoplasm of lung,C0242379,Italy,IT,Naples South,Female,15-29,0.0,0.0,2018
