DiseaseCui,DiseaseName,GeneFusion
C0152013,Adenocarcinoma of lung (disorder),TIA1::BCL11A
C0152013,Adenocarcinoma of lung (disorder),NPC2::LTBP2
C0152013,Adenocarcinoma of lung (disorder),VAPA::RAB31
C0152013,Adenocarcinoma of lung (disorder),TNRC6A::ANKS4B
C0152013,Adenocarcinoma of lung (disorder),TGFBI::TNNT1
C0152013,Adenocarcinoma of lung (disorder),DIP2C::TUBB8
C0152013,Adenocarcinoma of lung (disorder),ZC3H13::MRPS31
C0152013,Adenocarcinoma of lung (disorder),AK6::ADAMTS6
C0152013,Adenocarcinoma of lung (disorder),PDGFC::G3BP2
C0152013,Adenocarcinoma of lung (disorder),ZNF638::C2orf74
C0152013,Adenocarcinoma of lung (disorder),SCFD2::NARS2
C0152013,Adenocarcinoma of lung (disorder),RARA::STAC2
C0152013,Adenocarcinoma of lung (disorder),GRTP1::COL4A2
C0152013,Adenocarcinoma of lung (disorder),MIPOL1::NPAS3
C0152013,Adenocarcinoma of lung (disorder),FAT3::DPP3
C0152013,Adenocarcinoma of lung (disorder),ADGRF5::MEP1A
C0152013,Adenocarcinoma of lung (disorder),NBEAL1::CARF
C0152013,Adenocarcinoma of lung (disorder),OSMR::NCKAP5
C0152013,Adenocarcinoma of lung (disorder),DNM1L::ITPR2
C0152013,Adenocarcinoma of lung (disorder),UVRAG::KCNE3
C0152013,Adenocarcinoma of lung (disorder),TSFM::MARCHF9
C0152013,Adenocarcinoma of lung (disorder),ELAPOR2::ABCA13
C0152013,Adenocarcinoma of lung (disorder),RFTN1::DAZL
C0152013,Adenocarcinoma of lung (disorder),CD47::MET
C0152013,Adenocarcinoma of lung (disorder),SIK3::CD3D
C0152013,Adenocarcinoma of lung (disorder),UNK::ZNF266
C0152013,Adenocarcinoma of lung (disorder),NTRK1::FMN2
C0152013,Adenocarcinoma of lung (disorder),SMDT1::NFAM1
C0152013,Adenocarcinoma of lung (disorder),HELZ::CACNG4
C0152013,Adenocarcinoma of lung (disorder),TNIP2::RET
C0152013,Adenocarcinoma of lung (disorder),ADGRF4::CALR
C0152013,Adenocarcinoma of lung (disorder),FDFT1::NEIL2
C0152013,Adenocarcinoma of lung (disorder),HIPK2::ADCK2
C0152013,Adenocarcinoma of lung (disorder),CDC42SE2::LYRM7
C0152013,Adenocarcinoma of lung (disorder),CHKA::HNF1B
C0152013,Adenocarcinoma of lung (disorder),BAZ1A::NKX2-1
C0152013,Adenocarcinoma of lung (disorder),ASH1L::INSRR
C0152013,Adenocarcinoma of lung (disorder),GTF2F2::CTIF
C0152013,Adenocarcinoma of lung (disorder),CSDE1::DDX27
C0152013,Adenocarcinoma of lung (disorder),P2RY8::NTRK1
C0152013,Adenocarcinoma of lung (disorder),B3GALNT1::TP63
C0152013,Adenocarcinoma of lung (disorder),UPF2::NUDT5
C0152013,Adenocarcinoma of lung (disorder),HAT1::EXOC6B
C0152013,Adenocarcinoma of lung (disorder),OAZ1::SF3A2
C0152013,Adenocarcinoma of lung (disorder),TMTC1::ERGIC2
C0152013,Adenocarcinoma of lung (disorder),SGK3::KRT9
C0152013,Adenocarcinoma of lung (disorder),GSN::FAR1
C0152013,Adenocarcinoma of lung (disorder),ZNF341::CBFA2T2
C0152013,Adenocarcinoma of lung (disorder),TMEM39A::BBX
C0152013,Adenocarcinoma of lung (disorder),LDLRAD3::TM7SF3
C0152013,Adenocarcinoma of lung (disorder),LTO1::NARS2
C0152013,Adenocarcinoma of lung (disorder),TOP1::CDH4
C0152013,Adenocarcinoma of lung (disorder),WWTR1::ANKUB1
C0152013,Adenocarcinoma of lung (disorder),EFNA3::HJV
C0152013,Adenocarcinoma of lung (disorder),RECQL5::CCDC47
C0152013,Adenocarcinoma of lung (disorder),DPP3::FEZ1
C0152013,Adenocarcinoma of lung (disorder),LMBR1L::VDR
C0152013,Adenocarcinoma of lung (disorder),BMP5::COL21A1
C0152013,Adenocarcinoma of lung (disorder),THAP12::POLD4
C0152013,Adenocarcinoma of lung (disorder),CLTC::ROS1
C0152013,Adenocarcinoma of lung (disorder),HDLBP::CADM2
C0152013,Adenocarcinoma of lung (disorder),RPL26::CYSTM1
C0152013,Adenocarcinoma of lung (disorder),EPHA5::RUFY3
C0152013,Adenocarcinoma of lung (disorder),PTPRT::EXD2
C0152013,Adenocarcinoma of lung (disorder),ZC3HAV1::BRAF
C0152013,Adenocarcinoma of lung (disorder),CAPN5::PELI3
C0152013,Adenocarcinoma of lung (disorder),BCAP31::PDZD4
C0152013,Adenocarcinoma of lung (disorder),ALK::LIMS1
C0152013,Adenocarcinoma of lung (disorder),TMEM131::SPATA16
C0152013,Adenocarcinoma of lung (disorder),LAMA3::GNAL
C0152013,Adenocarcinoma of lung (disorder),TMCO3::ST7
C0152013,Adenocarcinoma of lung (disorder),NCOA2::LEPROTL1
C0152013,Adenocarcinoma of lung (disorder),SAFB2::LONP1
C0152013,Adenocarcinoma of lung (disorder),RBM12::ZNF618
C0152013,Adenocarcinoma of lung (disorder),EFTUD2::C1QL1
C0152013,Adenocarcinoma of lung (disorder),SFTPB::C3
C0152013,Adenocarcinoma of lung (disorder),CPSF6::AOPEP
C0152013,Adenocarcinoma of lung (disorder),PLB1::ALK
C0152013,Adenocarcinoma of lung (disorder),NDRG1::FOXP1
C0152013,Adenocarcinoma of lung (disorder),MOK::CINP
C0152013,Adenocarcinoma of lung (disorder),SFMBT1::WNT7A
C0152013,Adenocarcinoma of lung (disorder),ARRB1::GDPD5
C0152013,Adenocarcinoma of lung (disorder),ARHGEF16::DYNLT4
C0152013,Adenocarcinoma of lung (disorder),FBXO9::CD74
C0152013,Adenocarcinoma of lung (disorder),FZR1::NCLN
C0152013,Adenocarcinoma of lung (disorder),MAPRE3::ALK
C0152013,Adenocarcinoma of lung (disorder),SECISBP2::NEDD4L
C0152013,Adenocarcinoma of lung (disorder),AGBL4::RET
C0152013,Adenocarcinoma of lung (disorder),SEPTIN9::MPO
C0152013,Adenocarcinoma of lung (disorder),DPP3::FKBP2
C0152013,Adenocarcinoma of lung (disorder),SYPL1::AKR1D1
C0152013,Adenocarcinoma of lung (disorder),SDC4::AP1G2
C0152013,Adenocarcinoma of lung (disorder),DOCK3::SMARCC1
C0152013,Adenocarcinoma of lung (disorder),NFIB::ZDHHC21
C0152013,Adenocarcinoma of lung (disorder),WARS2::DLG2
C0152013,Adenocarcinoma of lung (disorder),DDI2::MTOR
C0152013,Adenocarcinoma of lung (disorder),CDC37::ELL
C0152013,Adenocarcinoma of lung (disorder),ITSN1::NEBL
C0152013,Adenocarcinoma of lung (disorder),UNC45A::BLM
C0152013,Adenocarcinoma of lung (disorder),ITPRID2::ALK
C0152013,Adenocarcinoma of lung (disorder),CTNNAL1::ABITRAM
C0152013,Adenocarcinoma of lung (disorder),FAAH::RAD54L
C0152013,Adenocarcinoma of lung (disorder),ACSF3::MYH7B
C0152013,Adenocarcinoma of lung (disorder),SETD2::QRICH1
C0152013,Adenocarcinoma of lung (disorder),VPS41::SPMIP7
C0152013,Adenocarcinoma of lung (disorder),LAP3::GALNS
C0152013,Adenocarcinoma of lung (disorder),LAMA3::GAREM1
C0152013,Adenocarcinoma of lung (disorder),CD74::ROS1
C0152013,Adenocarcinoma of lung (disorder),VPS50::PPP6R3
C0152013,Adenocarcinoma of lung (disorder),SERPINB5::CDH19
C0152013,Adenocarcinoma of lung (disorder),GLI3::HIBADH
C0152013,Adenocarcinoma of lung (disorder),HLCS::STRA8
C0152013,Adenocarcinoma of lung (disorder),PDE3A::CCT2
C0152013,Adenocarcinoma of lung (disorder),FAM162A::CASR
C0152013,Adenocarcinoma of lung (disorder),MMUT::SUPT3H
C0152013,Adenocarcinoma of lung (disorder),PPP1R3F::CCDC120
C0152013,Adenocarcinoma of lung (disorder),TGFBR2::NR2C2
C0152013,Adenocarcinoma of lung (disorder),ROS1::SDC4
C0152013,Adenocarcinoma of lung (disorder),SAMD8::KAT6B
C0152013,Adenocarcinoma of lung (disorder),DCHS2::FGG
C0152013,Adenocarcinoma of lung (disorder),R3HDM2::AVIL
C0152013,Adenocarcinoma of lung (disorder),TCF12::NIPA1
C0152013,Adenocarcinoma of lung (disorder),BAZ2A::ACVR1B
C0152013,Adenocarcinoma of lung (disorder),CDC42BPA::C5
C0152013,Adenocarcinoma of lung (disorder),BPIFA1::CLDN7
C0152013,Adenocarcinoma of lung (disorder),YY1::CCNK
C0152013,Adenocarcinoma of lung (disorder),GALNT11::EZH2
C0152013,Adenocarcinoma of lung (disorder),ARHGEF3::ANO10
C0152013,Adenocarcinoma of lung (disorder),FARP1::NALCN
C0152013,Adenocarcinoma of lung (disorder),RANBP10::SLC12A4
C0152013,Adenocarcinoma of lung (disorder),TEN1::TMEM94
C0152013,Adenocarcinoma of lung (disorder),TMEM182::ADAMTS12
C0152013,Adenocarcinoma of lung (disorder),SQSTM1::NTRK1
C0152013,Adenocarcinoma of lung (disorder),PCMTD1::WDR97
C0152013,Adenocarcinoma of lung (disorder),LPCAT3::LRRC23
C0152013,Adenocarcinoma of lung (disorder),TBC1D9B::TENM2
C0152013,Adenocarcinoma of lung (disorder),STAG2::BMERB1
C0152013,Adenocarcinoma of lung (disorder),SPRED1::TMCO5A
C0152013,Adenocarcinoma of lung (disorder),PRPF3::CTSS
C0152013,Adenocarcinoma of lung (disorder),MGAT4A::CRACDL
C0152013,Adenocarcinoma of lung (disorder),TMEM242::ARID1B
C0152013,Adenocarcinoma of lung (disorder),PPP2R1B::ALG9
C0152013,Adenocarcinoma of lung (disorder),MALRD1::GPR158
C0152013,Adenocarcinoma of lung (disorder),CAMK2B::SPIDR
C0152013,Adenocarcinoma of lung (disorder),FASN::ZNF595
C0152013,Adenocarcinoma of lung (disorder),SPEN::CERS4
C0152013,Adenocarcinoma of lung (disorder),RBMS1::METTL8
C0152013,Adenocarcinoma of lung (disorder),SNED1::PPP1R7
C0152013,Adenocarcinoma of lung (disorder),NF1::PSMD11
C0152013,Adenocarcinoma of lung (disorder),PIK3CB::GRM7
C0152013,Adenocarcinoma of lung (disorder),LAPTM4B::ARFGEF1
C0152013,Adenocarcinoma of lung (disorder),CAST::CDHR3
C0152013,Adenocarcinoma of lung (disorder),ETV6::PLEKHG6
C0152013,Adenocarcinoma of lung (disorder),EML4::NTRK3
C0152013,Adenocarcinoma of lung (disorder),ZNF91::CCDC88A
C0152013,Adenocarcinoma of lung (disorder),ATP6V1H::TCEA1
C0152013,Adenocarcinoma of lung (disorder),SEC61A1::EIF2AK2
C0152013,Adenocarcinoma of lung (disorder),ZMYM4::SSBP4
C0152013,Adenocarcinoma of lung (disorder),ARNT::F5
C0152013,Adenocarcinoma of lung (disorder),PPFIA1::ALK
C0152013,Adenocarcinoma of lung (disorder),BPIFB1::BPIFB4
C0152013,Adenocarcinoma of lung (disorder),SF1::SYT7
C0152013,Adenocarcinoma of lung (disorder),CCDC117::OSTF1
C0152013,Adenocarcinoma of lung (disorder),CD2AP::NFKBIE
C0152013,Adenocarcinoma of lung (disorder),ETV6::NTRK3
C0152013,Adenocarcinoma of lung (disorder),CD63::EIF2AK2
C0152013,Adenocarcinoma of lung (disorder),MYO1D::PLA2G6
C0152013,Adenocarcinoma of lung (disorder),TLDC2::DYNLRB1
C0152013,Adenocarcinoma of lung (disorder),SENP2::CLCN2
C0152013,Adenocarcinoma of lung (disorder),SNIP1::PUM1
C0152013,Adenocarcinoma of lung (disorder),ARHGEF7::ATP11A
C0152013,Adenocarcinoma of lung (disorder),VANGL1::HAO2
C0152013,Adenocarcinoma of lung (disorder),RMDN2::ALK
C0152013,Adenocarcinoma of lung (disorder),SHC2::CREB3L3
C0152013,Adenocarcinoma of lung (disorder),SLC34A2::EEA1
C0152013,Adenocarcinoma of lung (disorder),C2CD3::COA4
C0152013,Adenocarcinoma of lung (disorder),MLLT10::KCNJ6
C0152013,Adenocarcinoma of lung (disorder),PTDSS1::PTK2
C0152013,Adenocarcinoma of lung (disorder),MPND::ZNF585A
C0152013,Adenocarcinoma of lung (disorder),LRP5::VPS26B
C0152013,Adenocarcinoma of lung (disorder),HIPK3::CAT
C0152013,Adenocarcinoma of lung (disorder),MRPL33::ZNF512
C0152013,Adenocarcinoma of lung (disorder),USP9X::GLOD5
C0152013,Adenocarcinoma of lung (disorder),FLYWCH1::FAR1
C0152013,Adenocarcinoma of lung (disorder),SLC25A17::ST13
C0152013,Adenocarcinoma of lung (disorder),ATL2::HNRNPLL
C0152013,Adenocarcinoma of lung (disorder),SGSM3::TNRC6B
C0152013,Adenocarcinoma of lung (disorder),NFAT5::FHOD1
C0152013,Adenocarcinoma of lung (disorder),COPE::TMEM59L
C0152013,Adenocarcinoma of lung (disorder),RSRC1::ALK
C0152013,Adenocarcinoma of lung (disorder),THUMPD2::ALK
C0152013,Adenocarcinoma of lung (disorder),KDM3A::MRPL35
C0152013,Adenocarcinoma of lung (disorder),ALK::RAB10
C0152013,Adenocarcinoma of lung (disorder),ATAD2::LRP12
C0152013,Adenocarcinoma of lung (disorder),LMAN2::F12
C0152013,Adenocarcinoma of lung (disorder),PDE4D::COP1
C0152013,Adenocarcinoma of lung (disorder),RARA::CDC6
C0152013,Adenocarcinoma of lung (disorder),ZNF763::CXorf58
C0152013,Adenocarcinoma of lung (disorder),ATF6::PCP4L1
C0152013,Adenocarcinoma of lung (disorder),VARS1::VMP1
C0152013,Adenocarcinoma of lung (disorder),AFG3L2::TIAM1
C0152013,Adenocarcinoma of lung (disorder),ZNF14::STAT5A
C0152013,Adenocarcinoma of lung (disorder),ATAD1::RNLS
C0152013,Adenocarcinoma of lung (disorder),TK2::EXOC3L1
C0152013,Adenocarcinoma of lung (disorder),ARNT::RIIAD1
C0152013,Adenocarcinoma of lung (disorder),FRYL::OCIAD2
C0152013,Adenocarcinoma of lung (disorder),SETD2::POGLUT1
C0152013,Adenocarcinoma of lung (disorder),KIF21A::TMTC2
C0152013,Adenocarcinoma of lung (disorder),DHCR24::CBS
C0152013,Adenocarcinoma of lung (disorder),F11R::NOS1AP
C0152013,Adenocarcinoma of lung (disorder),HSPG2::NTNG1
C0152013,Adenocarcinoma of lung (disorder),FRMD8::DPF2
C0152013,Adenocarcinoma of lung (disorder),SFTPA2::SFTPB
C0152013,Adenocarcinoma of lung (disorder),RP2::C1orf43
C0152013,Adenocarcinoma of lung (disorder),LGALS3BP::ELK3
C0152013,Adenocarcinoma of lung (disorder),ITGB4::SAP30BP
C0152013,Adenocarcinoma of lung (disorder),EARS2::VMP1
C0152013,Adenocarcinoma of lung (disorder),CWC25::B4GALNT2
C0152013,Adenocarcinoma of lung (disorder),N4BP2L2::SUCLA2
C0152013,Adenocarcinoma of lung (disorder),MPP7::RNF169
C0152013,Adenocarcinoma of lung (disorder),KIF5B::RET
C0152013,Adenocarcinoma of lung (disorder),AFMID::TNRC6C
C0152013,Adenocarcinoma of lung (disorder),PNPT1::ALK
C0152013,Adenocarcinoma of lung (disorder),HIRA::ADAM2
C0152013,Adenocarcinoma of lung (disorder),CTSB::FAR1
C0152013,Adenocarcinoma of lung (disorder),PRKRA::AGPS
C0152013,Adenocarcinoma of lung (disorder),ZHX1::ATAD2
C0152013,Adenocarcinoma of lung (disorder),TRIM24::NTRK2
C0152013,Adenocarcinoma of lung (disorder),TM9SF4::EYA2
C0152013,Adenocarcinoma of lung (disorder),KLC1::ALK
C0152013,Adenocarcinoma of lung (disorder),CRK::GEMIN4
C0152013,Adenocarcinoma of lung (disorder),SREBF2::MEI1
C0152013,Adenocarcinoma of lung (disorder),PRPF18::CCDC3
C0152013,Adenocarcinoma of lung (disorder),GALNT11::DPP6
C0152013,Adenocarcinoma of lung (disorder),PASK::BOK
C0152013,Adenocarcinoma of lung (disorder),AMMECR1::PLA2G12B
C0152013,Adenocarcinoma of lung (disorder),EIF2AK4::AVEN
C0152013,Adenocarcinoma of lung (disorder),L3MBTL4::LAMA1
C0152013,Adenocarcinoma of lung (disorder),EPS15::PATJ
C0152013,Adenocarcinoma of lung (disorder),CDKL2::G3BP2
C0152013,Adenocarcinoma of lung (disorder),ERO1A::NRG1
C0152013,Adenocarcinoma of lung (disorder),POLR3E::MOSMO
C0152013,Adenocarcinoma of lung (disorder),USB1::DRC7
C0152013,Adenocarcinoma of lung (disorder),SNAI1::PFDN4
C0152013,Adenocarcinoma of lung (disorder),MET::UBE2H
C0152013,Adenocarcinoma of lung (disorder),SFTPB::SRRM2
C0152013,Adenocarcinoma of lung (disorder),RBP7::NMNAT1
C0152013,Adenocarcinoma of lung (disorder),CELF1::MYOM1
C0152013,Adenocarcinoma of lung (disorder),GK5::PAQR9
C0152013,Adenocarcinoma of lung (disorder),PLCG2::WWOX
C0152013,Adenocarcinoma of lung (disorder),NOS1AP::F5
C0152013,Adenocarcinoma of lung (disorder),GTF2E2::RBPMS
C0152013,Adenocarcinoma of lung (disorder),SYTL2::DOK5
C0152013,Adenocarcinoma of lung (disorder),CTSC::GRM5
C0152013,Adenocarcinoma of lung (disorder),PPARD::WNK4
C0152013,Adenocarcinoma of lung (disorder),SNAP29::CELSR1
C0152013,Adenocarcinoma of lung (disorder),AFF3::NPAS2
C0152013,Adenocarcinoma of lung (disorder),USP15::SYT1
C0152013,Adenocarcinoma of lung (disorder),TUBD1::TOM1L1
C0152013,Adenocarcinoma of lung (disorder),UBXN4::R3HDM1
C0152013,Adenocarcinoma of lung (disorder),ANKRD12::PTPRM
C0152013,Adenocarcinoma of lung (disorder),RIPOR1::LRRC36
C0152013,Adenocarcinoma of lung (disorder),LTF::FOXP1
C0152013,Adenocarcinoma of lung (disorder),ERI3::HTATSF1
C0152013,Adenocarcinoma of lung (disorder),HDLBP::FGFR1
C0152013,Adenocarcinoma of lung (disorder),PRKAR2B::MET
C0152013,Adenocarcinoma of lung (disorder),TRIP12::SLC16A14
C0152013,Adenocarcinoma of lung (disorder),SPTLC3::MAOA
C0152013,Adenocarcinoma of lung (disorder),SWAP70::WEE1
C0152013,Adenocarcinoma of lung (disorder),AGFG2::ARPC1A
C0152013,Adenocarcinoma of lung (disorder),POLR1A::REEP1
C0152013,Adenocarcinoma of lung (disorder),RAB14::STOM
C0152013,Adenocarcinoma of lung (disorder),TNRC6B::TAFA5
C0152013,Adenocarcinoma of lung (disorder),SMPD3::ALK
C0152013,Adenocarcinoma of lung (disorder),UBAC1::QSOX2
C0152013,Adenocarcinoma of lung (disorder),GPR160::SEC62
C0152013,Adenocarcinoma of lung (disorder),ZNF587B::ZSCAN4
C0152013,Adenocarcinoma of lung (disorder),TGIF1::DDX19B
C0152013,Adenocarcinoma of lung (disorder),PEPD::SKAP1
C0152013,Adenocarcinoma of lung (disorder),UNK::B4GALNT2
C0152013,Adenocarcinoma of lung (disorder),C3ORF33::PLCH1
C0152013,Adenocarcinoma of lung (disorder),CEACAM6::ZNFX1
C0152013,Adenocarcinoma of lung (disorder),ITCH::MYL9
C0152013,Adenocarcinoma of lung (disorder),SAMHD1::RPN2
C0152013,Adenocarcinoma of lung (disorder),SLC16A7::OS9
C0152013,Adenocarcinoma of lung (disorder),PXN::MSI1
C0152013,Adenocarcinoma of lung (disorder),PACSIN2::TTLL1
C0152013,Adenocarcinoma of lung (disorder),ADAMTS9::ULK4
C0152013,Adenocarcinoma of lung (disorder),SYMPK::MAP3K13
C0152013,Adenocarcinoma of lung (disorder),FRS2::ACSS2
C0152013,Adenocarcinoma of lung (disorder),FGFR3::TACC3
C0152013,Adenocarcinoma of lung (disorder),NPAS3::AKAP6
C0152013,Adenocarcinoma of lung (disorder),IPMK::CXCL12
C0152013,Adenocarcinoma of lung (disorder),HLCS::GRIK1
C0152013,Adenocarcinoma of lung (disorder),HEBP1::ZBTB46
C0152013,Adenocarcinoma of lung (disorder),CREBRF::SLIT3
C0152013,Adenocarcinoma of lung (disorder),LSM14A::SIPA1L3
C0152013,Adenocarcinoma of lung (disorder),SRP68::RCAN1
C0152013,Adenocarcinoma of lung (disorder),SETD2::PRSS50
C0152013,Adenocarcinoma of lung (disorder),IQSEC1::GSTM3
C0152013,Adenocarcinoma of lung (disorder),EIF3L::VPS13B
C0152013,Adenocarcinoma of lung (disorder),MAN2A1::ATAD3C
C0152013,Adenocarcinoma of lung (disorder),ST7::ASZ1
C0152013,Adenocarcinoma of lung (disorder),DLGAP4::BPI
C0152013,Adenocarcinoma of lung (disorder),WNK1::ROS1
C0152013,Adenocarcinoma of lung (disorder),SH3BGRL2::ADGRB3
C0152013,Adenocarcinoma of lung (disorder),PTPRM::RELCH
C0152013,Adenocarcinoma of lung (disorder),RGS3::BSPRY
C0152013,Adenocarcinoma of lung (disorder),NCOA3::DNM2
C0152013,Adenocarcinoma of lung (disorder),EGFR::RAD51
C0152013,Adenocarcinoma of lung (disorder),PTK2::CACNG8
C0152013,Adenocarcinoma of lung (disorder),CP::WWTR1
C0152013,Adenocarcinoma of lung (disorder),B9D1::SPECC1
C0152013,Adenocarcinoma of lung (disorder),SESN1::ECHDC1
C0152013,Adenocarcinoma of lung (disorder),LHCGR::GTF2A1L
C0152013,Adenocarcinoma of lung (disorder),LDLR::ROS1
C0152013,Adenocarcinoma of lung (disorder),PTK2::RNF139
C0152013,Adenocarcinoma of lung (disorder),KLF7::PARD3B
C0152013,Adenocarcinoma of lung (disorder),AP3D1::IRF4
C0152013,Adenocarcinoma of lung (disorder),CPD::ORMDL3
C0152013,Adenocarcinoma of lung (disorder),TTC39A::PHGDH
C0152013,Adenocarcinoma of lung (disorder),HIVEP1::MAPK1
C0152013,Adenocarcinoma of lung (disorder),GSK3A::CXCL17
C0152013,Adenocarcinoma of lung (disorder),TRAPPC8::ANK3
C0152013,Adenocarcinoma of lung (disorder),BRWD1::HUNK
C0152013,Adenocarcinoma of lung (disorder),VANGL2::PDE4DIP
C0152013,Adenocarcinoma of lung (disorder),SNAP29::MAPK1
C0152013,Adenocarcinoma of lung (disorder),RIC1::AARD
C0152013,Adenocarcinoma of lung (disorder),OSGIN2::RIPK2
C0152013,Adenocarcinoma of lung (disorder),CBLL1::SLC26A4
C0152013,Adenocarcinoma of lung (disorder),COL14A1::SREBF2
C0152013,Adenocarcinoma of lung (disorder),TLCD1::NEK8
C0152013,Adenocarcinoma of lung (disorder),AHCYL1::LRRIQ3
C0152013,Adenocarcinoma of lung (disorder),XRCC2::ACTR3C
C0152013,Adenocarcinoma of lung (disorder),AGO3::PIK3CD
C0152013,Adenocarcinoma of lung (disorder),SHROOM2::BHLHE41
C0152013,Adenocarcinoma of lung (disorder),GPR39::ZNF285
C0152013,Adenocarcinoma of lung (disorder),USP6NL::ARMC3
C0152013,Adenocarcinoma of lung (disorder),SDC4::TSHZ2
C0152013,Adenocarcinoma of lung (disorder),SPTB::RAB15
C0152013,Adenocarcinoma of lung (disorder),STYX::MDGA2
C0152013,Adenocarcinoma of lung (disorder),MYO6::SENP6
C0152013,Adenocarcinoma of lung (disorder),ACSL3::PHGDH
C0152013,Adenocarcinoma of lung (disorder),THRAP3::ERI3
C0152013,Adenocarcinoma of lung (disorder),PLCH1::C3orf33
C0152013,Adenocarcinoma of lung (disorder),CC2D1A::RNF207
C0152013,Adenocarcinoma of lung (disorder),NCSTN::SPRR2G
C0152013,Adenocarcinoma of lung (disorder),UQCRC1::SMARCC1
C0152013,Adenocarcinoma of lung (disorder),TPM3::NTRK1
C0152013,Adenocarcinoma of lung (disorder),FIP1L1::SORCS1
C0152013,Adenocarcinoma of lung (disorder),FARP2::SEPTIN2
C0152013,Adenocarcinoma of lung (disorder),STRN::ALK
C0152013,Adenocarcinoma of lung (disorder),CHD6::FAT3
C0152013,Adenocarcinoma of lung (disorder),TMEM241::SNX29
C0152013,Adenocarcinoma of lung (disorder),WDR90::RAB40C
C0152013,Adenocarcinoma of lung (disorder),SDHA::CTNND2
C0152013,Adenocarcinoma of lung (disorder),LONP2::HIRA
C0152013,Adenocarcinoma of lung (disorder),TTC39C::LAMA3
C0152013,Adenocarcinoma of lung (disorder),KDM5A::RAE1
C0152013,Adenocarcinoma of lung (disorder),NDC80::TTC39C
C0152013,Adenocarcinoma of lung (disorder),SLC12A7::TMEM117
C0152013,Adenocarcinoma of lung (disorder),RPLP2::TALDO1
C0152013,Adenocarcinoma of lung (disorder),IPO7::TMEM41B
C0152013,Adenocarcinoma of lung (disorder),PTBP1::AP3D1
C0152013,Adenocarcinoma of lung (disorder),ZMYM5::IFT88
C0152013,Adenocarcinoma of lung (disorder),CDH2::LAMA3
C0152013,Adenocarcinoma of lung (disorder),USP6::COL1A1
C0152013,Adenocarcinoma of lung (disorder),MAN2A1::FER
C0152013,Adenocarcinoma of lung (disorder),ERBB2::SUPT16H
C0152013,Adenocarcinoma of lung (disorder),SORL1::SYTL2
C0152013,Adenocarcinoma of lung (disorder),FAM222B::UNC5D
C0152013,Adenocarcinoma of lung (disorder),SNTB2::UTP4
C0152013,Adenocarcinoma of lung (disorder),RB1::XKR5
C0152013,Adenocarcinoma of lung (disorder),MTAP::POC1B
C0152013,Adenocarcinoma of lung (disorder),SINHCAF::CD27
C0152013,Adenocarcinoma of lung (disorder),BICD1::NAPB
C0152013,Adenocarcinoma of lung (disorder),NR1D2::UBE2E2
C0152013,Adenocarcinoma of lung (disorder),RAB39A::TECTA
C0152013,Adenocarcinoma of lung (disorder),PGC::SFTPB
C0152013,Adenocarcinoma of lung (disorder),INTS10::ALK
C0152013,Adenocarcinoma of lung (disorder),KPNA1::GMPS
C0152013,Adenocarcinoma of lung (disorder),NCEH1::LRCH4
C0152013,Adenocarcinoma of lung (disorder),DDX5::PFKP
C0152013,Adenocarcinoma of lung (disorder),TYW1::TSFM
C0152013,Adenocarcinoma of lung (disorder),GATM::SLC30A4
C0152013,Adenocarcinoma of lung (disorder),ERBIN::ASXL1
C0152013,Adenocarcinoma of lung (disorder),TNS3::ELMO1
C0152013,Adenocarcinoma of lung (disorder),TSPAN4::EPS8L2
C0152013,Adenocarcinoma of lung (disorder),CAMK1D::ARL3
C0152013,Adenocarcinoma of lung (disorder),COL1A1::COL1A2
C0152013,Adenocarcinoma of lung (disorder),EPS15::NTRK1
C0152013,Adenocarcinoma of lung (disorder),VAMP2::NRG1
C0152013,Adenocarcinoma of lung (disorder),SLC7A6::NFATC3
C0152013,Adenocarcinoma of lung (disorder),CCDC174::ECHDC1
C0152013,Adenocarcinoma of lung (disorder),SLC7A5::WWP2
C0152013,Adenocarcinoma of lung (disorder),NTRK1::SQSTM1
C0152013,Adenocarcinoma of lung (disorder),PPA2::TBCK
C0152013,Adenocarcinoma of lung (disorder),ACTB::COL17A1
C0152013,Adenocarcinoma of lung (disorder),PTK7::DLK2
C0152013,Adenocarcinoma of lung (disorder),ITGA9::SEC13
C0152013,Adenocarcinoma of lung (disorder),FAM133B::CDK6
C0152013,Adenocarcinoma of lung (disorder),WARS1::PPP2R3C
C0152013,Adenocarcinoma of lung (disorder),SMURF1::DNAJC2
C0152013,Adenocarcinoma of lung (disorder),ATP1B1::RCSD1
C0152013,Adenocarcinoma of lung (disorder),IRF2BP2::NTRK1
C0152013,Adenocarcinoma of lung (disorder),EIF3L::LTO1
C0152013,Adenocarcinoma of lung (disorder),STIM2::SPIDR
C0152013,Adenocarcinoma of lung (disorder),CLOCK::PDGFRA
C0152013,Adenocarcinoma of lung (disorder),DZANK1::DTD1
C0152013,Adenocarcinoma of lung (disorder),TBC1D14::BRSK2
C0152013,Adenocarcinoma of lung (disorder),GTPBP1::TOMM22
C0152013,Adenocarcinoma of lung (disorder),MAPKAPK5::PTPN11
C0152013,Adenocarcinoma of lung (disorder),PRKCZ::TP53TG5
C0152013,Adenocarcinoma of lung (disorder),MROH1::ZNF623
C0152013,Adenocarcinoma of lung (disorder),POLD3::TENM4
C0152013,Adenocarcinoma of lung (disorder),ATP1B1::SIAE
