DiseaseCui,DiseaseName,GeneFusion
C0149782,Squamous cell carcinoma of lung,FOXN2::SPTBN1
C0149782,Squamous cell carcinoma of lung,UBA1::ELK3
C0149782,Squamous cell carcinoma of lung,ETS1::NEGR1
C0149782,Squamous cell carcinoma of lung,PANX1::DEUP1
C0149782,Squamous cell carcinoma of lung,RELT::PAAF1
C0149782,Squamous cell carcinoma of lung,MAPKAPK5::ACAD10
C0149782,Squamous cell carcinoma of lung,NINL::GINS1
C0149782,Squamous cell carcinoma of lung,MKKS::MMP24
C0149782,Squamous cell carcinoma of lung,GAREM1::PIEZO2
C0149782,Squamous cell carcinoma of lung,CCDC88B::CATSPERZ
C0149782,Squamous cell carcinoma of lung,SLBP::LETM1
C0149782,Squamous cell carcinoma of lung,CDK16::L3MBTL4
C0149782,Squamous cell carcinoma of lung,UBE4B::PLEKHG5
C0149782,Squamous cell carcinoma of lung,WRN::FYTTD1
C0149782,Squamous cell carcinoma of lung,GALNT18::DENND2B
C0149782,Squamous cell carcinoma of lung,ARMH3::OGA
C0149782,Squamous cell carcinoma of lung,API5::FOLH1
C0149782,Squamous cell carcinoma of lung,C2orf76::ACOXL
C0149782,Squamous cell carcinoma of lung,KNTC1::MLXIP
C0149782,Squamous cell carcinoma of lung,JPT2::WDR18
C0149782,Squamous cell carcinoma of lung,GSR::OTOA
C0149782,Squamous cell carcinoma of lung,CELF1::PTPMT1
C0149782,Squamous cell carcinoma of lung,RAB25::PMF1
C0149782,Squamous cell carcinoma of lung,RAB30::CCDC90B
C0149782,Squamous cell carcinoma of lung,LDLRAD3::SNCB
C0149782,Squamous cell carcinoma of lung,RANGAP1::FNTA
C0149782,Squamous cell carcinoma of lung,PGD::NTSR1
C0149782,Squamous cell carcinoma of lung,ARHGAP5::AKAP6
C0149782,Squamous cell carcinoma of lung,ATP11B::TPRG1
C0149782,Squamous cell carcinoma of lung,NDUFA10::TMEM207
C0149782,Squamous cell carcinoma of lung,FBXO42::CBARP
C0149782,Squamous cell carcinoma of lung,NIPSNAP2::PSPH
C0149782,Squamous cell carcinoma of lung,HOMER1::DMGDH
C0149782,Squamous cell carcinoma of lung,ATP11B::MCF2L2
C0149782,Squamous cell carcinoma of lung,SPPL3::ACADS
C0149782,Squamous cell carcinoma of lung,SAMD12::TG
C0149782,Squamous cell carcinoma of lung,GARRE1::C19ORF47
C0149782,Squamous cell carcinoma of lung,HINT3::WDR70
C0149782,Squamous cell carcinoma of lung,TBCK::SLC9B2
C0149782,Squamous cell carcinoma of lung,ITGB4::OTOP2
C0149782,Squamous cell carcinoma of lung,MRTFA::SLC25A17
C0149782,Squamous cell carcinoma of lung,AHNAK::NXF1
C0149782,Squamous cell carcinoma of lung,ARID1A::RPL4
C0149782,Squamous cell carcinoma of lung,ENO1::UVRAG
C0149782,Squamous cell carcinoma of lung,KIAA1191::NOP16
C0149782,Squamous cell carcinoma of lung,CDCA4::CLBA1
C0149782,Squamous cell carcinoma of lung,PDE4D::RGS7BP
C0149782,Squamous cell carcinoma of lung,NCEH1::FNDC3B
C0149782,Squamous cell carcinoma of lung,MXRA8::CDK11A
C0149782,Squamous cell carcinoma of lung,FADS1::TMEM138
C0149782,Squamous cell carcinoma of lung,RNF41::ANKRD52
C0149782,Squamous cell carcinoma of lung,PSMG2::PTPN2
C0149782,Squamous cell carcinoma of lung,RUVBL1::TMCC1
C0149782,Squamous cell carcinoma of lung,BTAF1::MARCHF5
C0149782,Squamous cell carcinoma of lung,IL1RAP::COL6A5
C0149782,Squamous cell carcinoma of lung,ZNF653::NFIC
C0149782,Squamous cell carcinoma of lung,ZNRF3::FGFR1
C0149782,Squamous cell carcinoma of lung,KIF24::FAAH
C0149782,Squamous cell carcinoma of lung,ARL15::MOCS2
C0149782,Squamous cell carcinoma of lung,PIP5K1A::SCNM1
C0149782,Squamous cell carcinoma of lung,TFG::TFDP2
C0149782,Squamous cell carcinoma of lung,RABEPK::PIK3R1
C0149782,Squamous cell carcinoma of lung,NNT::AMIGO2
C0149782,Squamous cell carcinoma of lung,SASH1::DPF3
C0149782,Squamous cell carcinoma of lung,SERPINB13::SERPINB5
C0149782,Squamous cell carcinoma of lung,ADAMTS12::FBXO38
C0149782,Squamous cell carcinoma of lung,FOSL2::PPDPF
C0149782,Squamous cell carcinoma of lung,RNASEH2A::BEST2
C0149782,Squamous cell carcinoma of lung,EIF4G2::UTRN
C0149782,Squamous cell carcinoma of lung,AHCTF1::TFB2M
C0149782,Squamous cell carcinoma of lung,ATP1B3::RNF7
C0149782,Squamous cell carcinoma of lung,SND1::BRAF
C0149782,Squamous cell carcinoma of lung,USP37::OSMR
C0149782,Squamous cell carcinoma of lung,ADAM9::RNF170
C0149782,Squamous cell carcinoma of lung,SLC1A3::CDH12
C0149782,Squamous cell carcinoma of lung,TRAF3::BMP3
C0149782,Squamous cell carcinoma of lung,RASA2::PXYLP1
C0149782,Squamous cell carcinoma of lung,ELF2::ICA1L
C0149782,Squamous cell carcinoma of lung,TBC1D4::KLF12
C0149782,Squamous cell carcinoma of lung,RAB11FIP1::FGFR1
C0149782,Squamous cell carcinoma of lung,ARHGAP32::TP53AIP1
C0149782,Squamous cell carcinoma of lung,SLC35A3::CFAP276
C0149782,Squamous cell carcinoma of lung,C2CD5::CMAS
C0149782,Squamous cell carcinoma of lung,SAP30BP::TSEN54
C0149782,Squamous cell carcinoma of lung,SARNP::VAMP8
C0149782,Squamous cell carcinoma of lung,ERGIC1::RANBP17
C0149782,Squamous cell carcinoma of lung,MAP3K3::FCHSD2
C0149782,Squamous cell carcinoma of lung,DEDD2::GSK3A
C0149782,Squamous cell carcinoma of lung,ADCK5::MROH1
C0149782,Squamous cell carcinoma of lung,GABRG3::OCA2
C0149782,Squamous cell carcinoma of lung,PYGL::TRIM9
C0149782,Squamous cell carcinoma of lung,FAM98C::BLVRB
C0149782,Squamous cell carcinoma of lung,G3BP1::PCDH9
C0149782,Squamous cell carcinoma of lung,TFDP1::ATP11A
C0149782,Squamous cell carcinoma of lung,COBLL1::SMYD3
C0149782,Squamous cell carcinoma of lung,P4HA1::MSS51
C0149782,Squamous cell carcinoma of lung,AGRN::NOC4L
C0149782,Squamous cell carcinoma of lung,DOCK11::IL13RA1
C0149782,Squamous cell carcinoma of lung,ZFAND3::UBQLN1
C0149782,Squamous cell carcinoma of lung,RPL8::NCALD
C0149782,Squamous cell carcinoma of lung,NSD1::C11ORF58
C0149782,Squamous cell carcinoma of lung,ACTG1::CCNC
C0149782,Squamous cell carcinoma of lung,FHOD3::GALNT1
C0149782,Squamous cell carcinoma of lung,PKIB::HDDC2
C0149782,Squamous cell carcinoma of lung,SH3PXD2A::PDLIM1
C0149782,Squamous cell carcinoma of lung,DUS4L::ANKRD7
C0149782,Squamous cell carcinoma of lung,DTD1::TASP1
C0149782,Squamous cell carcinoma of lung,ARID1B::ENPP4
C0149782,Squamous cell carcinoma of lung,KIF13A::CCHCR1
C0149782,Squamous cell carcinoma of lung,AFAP1::SLC45A1
C0149782,Squamous cell carcinoma of lung,NUFIP1::FAAH
C0149782,Squamous cell carcinoma of lung,CHSY1::PCSK6
C0149782,Squamous cell carcinoma of lung,TBCD::ASPSCR1
C0149782,Squamous cell carcinoma of lung,MAP1B::PTCD2
C0149782,Squamous cell carcinoma of lung,SLC44A1::FSD1L
C0149782,Squamous cell carcinoma of lung,KDM4C::FGF7
C0149782,Squamous cell carcinoma of lung,ZNF768::LAT
C0149782,Squamous cell carcinoma of lung,NXF1::WDR74
C0149782,Squamous cell carcinoma of lung,PHAF1::ARL16
C0149782,Squamous cell carcinoma of lung,SLC11A2::ATP8B1
C0149782,Squamous cell carcinoma of lung,C3ORF52::CD86
C0149782,Squamous cell carcinoma of lung,KAT6A::SLC20A2
C0149782,Squamous cell carcinoma of lung,GIPC1::UBE2D2
C0149782,Squamous cell carcinoma of lung,CHEK2::C22orf31
C0149782,Squamous cell carcinoma of lung,ATP11B::SI
C0149782,Squamous cell carcinoma of lung,FNBP4::NECTIN1
C0149782,Squamous cell carcinoma of lung,ABCA1::ZBTB6
C0149782,Squamous cell carcinoma of lung,SNX30::ADAMTS3
C0149782,Squamous cell carcinoma of lung,INTS5::C11ORF98
C0149782,Squamous cell carcinoma of lung,PHC3::IFT122
C0149782,Squamous cell carcinoma of lung,FKBP10::JUP
C0149782,Squamous cell carcinoma of lung,SEMA3C::CD36
C0149782,Squamous cell carcinoma of lung,GZMM::HNRNPM
C0149782,Squamous cell carcinoma of lung,GNA13::CCDC171
C0149782,Squamous cell carcinoma of lung,MRPL48::GDPD5
C0149782,Squamous cell carcinoma of lung,AXIN1::TMEM207
C0149782,Squamous cell carcinoma of lung,MBNL2::GLI3
C0149782,Squamous cell carcinoma of lung,CIAO1::SERTAD2
C0149782,Squamous cell carcinoma of lung,MAP1B::SUPT16H
C0149782,Squamous cell carcinoma of lung,DAPP1::SLC4A4
C0149782,Squamous cell carcinoma of lung,ZNRF3::ZC3H7B
C0149782,Squamous cell carcinoma of lung,WWTR1::AGTR1
C0149782,Squamous cell carcinoma of lung,FBXL20::GRB7
C0149782,Squamous cell carcinoma of lung,ATG7::RSPH3
C0149782,Squamous cell carcinoma of lung,IQCK::ABCC1
C0149782,Squamous cell carcinoma of lung,TNS1::FAP
C0149782,Squamous cell carcinoma of lung,GCN1::CCND2
C0149782,Squamous cell carcinoma of lung,OAZ2::CIAO2A
C0149782,Squamous cell carcinoma of lung,CBLC::PVR
C0149782,Squamous cell carcinoma of lung,MAPK8IP3::TMEM204
C0149782,Squamous cell carcinoma of lung,AGAP1::AANAT
C0149782,Squamous cell carcinoma of lung,SCAF11::ADCY8
C0149782,Squamous cell carcinoma of lung,ANKRD7::DUS4L
C0149782,Squamous cell carcinoma of lung,NAA15::MGST2
C0149782,Squamous cell carcinoma of lung,DDHD2::PLPP5
C0149782,Squamous cell carcinoma of lung,AKR1C3::AKR1E2
C0149782,Squamous cell carcinoma of lung,ITFG2::TULP3
C0149782,Squamous cell carcinoma of lung,STX12::TMEM222
C0149782,Squamous cell carcinoma of lung,ZNF850::WTIP
C0149782,Squamous cell carcinoma of lung,FGGY::KIF2C
C0149782,Squamous cell carcinoma of lung,CTNNBIP1::UBE4B
C0149782,Squamous cell carcinoma of lung,MORC2::PATZ1
C0149782,Squamous cell carcinoma of lung,ABI2::MAIP1
C0149782,Squamous cell carcinoma of lung,BMPR1B::ALG6
C0149782,Squamous cell carcinoma of lung,DYNC1H1::EIF5
C0149782,Squamous cell carcinoma of lung,GPC6::SMG1
C0149782,Squamous cell carcinoma of lung,HTATIP2::CA1
C0149782,Squamous cell carcinoma of lung,SLC39A1::RAB13
C0149782,Squamous cell carcinoma of lung,PDCD6::SDHA
C0149782,Squamous cell carcinoma of lung,PRRC2A::COL1A1
C0149782,Squamous cell carcinoma of lung,XPA::CORO2A
C0149782,Squamous cell carcinoma of lung,OSBPL8::ACSS3
C0149782,Squamous cell carcinoma of lung,RNF19A::ANKRD46
C0149782,Squamous cell carcinoma of lung,NAALADL2::NCKAP5
C0149782,Squamous cell carcinoma of lung,MDH2::STYXL1
C0149782,Squamous cell carcinoma of lung,UBE4B::PDPN
C0149782,Squamous cell carcinoma of lung,AHNAK::EEF1G
C0149782,Squamous cell carcinoma of lung,TCTA::VPS26C
C0149782,Squamous cell carcinoma of lung,FGF3::LGR4
C0149782,Squamous cell carcinoma of lung,ROCK1::RNF38
C0149782,Squamous cell carcinoma of lung,IQCJ::BCHE
C0149782,Squamous cell carcinoma of lung,BRD10::PHF20
C0149782,Squamous cell carcinoma of lung,MXRA8::CDK11B
C0149782,Squamous cell carcinoma of lung,FAM222A::MSI1
C0149782,Squamous cell carcinoma of lung,RPS6KA5::ITPK1
C0149782,Squamous cell carcinoma of lung,SEC62::ATG3
C0149782,Squamous cell carcinoma of lung,VPS29::MGME1
C0149782,Squamous cell carcinoma of lung,EEF1G::PPP6R3
C0149782,Squamous cell carcinoma of lung,MAPK1::SSU72
C0149782,Squamous cell carcinoma of lung,NFE2L2::GPR37L1
C0149782,Squamous cell carcinoma of lung,SESN1::EYS
C0149782,Squamous cell carcinoma of lung,TFIP11::AMPD1
C0149782,Squamous cell carcinoma of lung,ARHGAP5::NUBPL
C0149782,Squamous cell carcinoma of lung,RYR3::AVEN
C0149782,Squamous cell carcinoma of lung,HECTD4::BRAP
C0149782,Squamous cell carcinoma of lung,OSBPL10::UBP1
C0149782,Squamous cell carcinoma of lung,TTC27::SPAST
C0149782,Squamous cell carcinoma of lung,TXNRD1::LAMTOR3
C0149782,Squamous cell carcinoma of lung,EVA1A::TTC28
C0149782,Squamous cell carcinoma of lung,APOL2::ULK2
C0149782,Squamous cell carcinoma of lung,INTS11::AURKAIP1
C0149782,Squamous cell carcinoma of lung,FAT2::ATOX1
C0149782,Squamous cell carcinoma of lung,TFDP1::LAMP1
C0149782,Squamous cell carcinoma of lung,PLAA::RUSC2
C0149782,Squamous cell carcinoma of lung,BAG6::TAF8
C0149782,Squamous cell carcinoma of lung,DLGAP4::ADNP
C0149782,Squamous cell carcinoma of lung,CHCHD3::MET
C0149782,Squamous cell carcinoma of lung,FCF1::FOXN3
C0149782,Squamous cell carcinoma of lung,NSD3::FGFR1
C0149782,Squamous cell carcinoma of lung,CERS5::LIMA1
C0149782,Squamous cell carcinoma of lung,FXR1::MCCC1
C0149782,Squamous cell carcinoma of lung,TICAM1::NFIX
C0149782,Squamous cell carcinoma of lung,SPAG7::CAMTA2
C0149782,Squamous cell carcinoma of lung,HGS::GNAO1
C0149782,Squamous cell carcinoma of lung,UNC13A::ZNF492
C0149782,Squamous cell carcinoma of lung,NRDC::KCNK9
C0149782,Squamous cell carcinoma of lung,HSP90AA1::MOK
C0149782,Squamous cell carcinoma of lung,RCC1::ADAM23
C0149782,Squamous cell carcinoma of lung,KCNIP1::KCTD14
C0149782,Squamous cell carcinoma of lung,KANSL1::NSD3
C0149782,Squamous cell carcinoma of lung,SF3B1::RFTN2
C0149782,Squamous cell carcinoma of lung,MAPRE1::TMEM131
C0149782,Squamous cell carcinoma of lung,NFAT5::NOB1
C0149782,Squamous cell carcinoma of lung,TUBD1::PTRH2
C0149782,Squamous cell carcinoma of lung,PLD1::TNFSF10
C0149782,Squamous cell carcinoma of lung,KAZN::FGF12
C0149782,Squamous cell carcinoma of lung,RNF130::DNAJC19
C0149782,Squamous cell carcinoma of lung,ITGB4::PTN
C0149782,Squamous cell carcinoma of lung,ATP2C1::COL6A6
C0149782,Squamous cell carcinoma of lung,RPN2::MYL9
C0149782,Squamous cell carcinoma of lung,ZFHX4::VRK1
C0149782,Squamous cell carcinoma of lung,TMEM126A::EED
C0149782,Squamous cell carcinoma of lung,EHBP1::VAV2
C0149782,Squamous cell carcinoma of lung,MGRN1::C16ORF96
C0149782,Squamous cell carcinoma of lung,ITGA9::CTDSPL
C0149782,Squamous cell carcinoma of lung,FXR1::FGF10
C0149782,Squamous cell carcinoma of lung,WDR35::PUM2
C0149782,Squamous cell carcinoma of lung,TTLL7::GNG5
C0149782,Squamous cell carcinoma of lung,CDK19::CIAO2B
C0149782,Squamous cell carcinoma of lung,ARHGAP42::TMEM123
C0149782,Squamous cell carcinoma of lung,FOSL2::BABAM2
C0149782,Squamous cell carcinoma of lung,LRSAM1::GARNL3
C0149782,Squamous cell carcinoma of lung,ANKRD6::CASP8AP2
C0149782,Squamous cell carcinoma of lung,ARL4D::DNAJC7
C0149782,Squamous cell carcinoma of lung,RPTOR::STXBP4
C0149782,Squamous cell carcinoma of lung,CREBBP::ELOB
C0149782,Squamous cell carcinoma of lung,HEXA::BBS4
C0149782,Squamous cell carcinoma of lung,C6orf62::RIPOR2
C0149782,Squamous cell carcinoma of lung,ANO1::FGF19
C0149782,Squamous cell carcinoma of lung,TP63::NTRK2
C0149782,Squamous cell carcinoma of lung,RHCG::ANXA2
C0149782,Squamous cell carcinoma of lung,BTBD10::PTH
C0149782,Squamous cell carcinoma of lung,ARID2::SPSB2
C0149782,Squamous cell carcinoma of lung,CASP8::TTLL7
C0149782,Squamous cell carcinoma of lung,BCL11A::EPHA5
C0149782,Squamous cell carcinoma of lung,BLTP3B::ANKS1B
C0149782,Squamous cell carcinoma of lung,GRB2::PCYT1A
C0149782,Squamous cell carcinoma of lung,PIEZO1::APRT
C0149782,Squamous cell carcinoma of lung,SSBP1::PPP6R3
C0149782,Squamous cell carcinoma of lung,NFATC3::SLC7A6
C0149782,Squamous cell carcinoma of lung,NOTCH3::DEFB132
C0149782,Squamous cell carcinoma of lung,PIKFYVE::NHEJ1
C0149782,Squamous cell carcinoma of lung,FXR1::KLHL24
C0149782,Squamous cell carcinoma of lung,MDK::ERBB3
C0149782,Squamous cell carcinoma of lung,RASA2::KALRN
C0149782,Squamous cell carcinoma of lung,TNS1::TMBIM1
C0149782,Squamous cell carcinoma of lung,RALGPS2::RASAL2
C0149782,Squamous cell carcinoma of lung,UQCR10::KALRN
C0149782,Squamous cell carcinoma of lung,INPP4B::NAA15
C0149782,Squamous cell carcinoma of lung,EXT2::PRMT9
C0149782,Squamous cell carcinoma of lung,DCAF5::ERH
C0149782,Squamous cell carcinoma of lung,NOL9::DNAJC11
C0149782,Squamous cell carcinoma of lung,TNRC6A::METTL9
C0149782,Squamous cell carcinoma of lung,RABEP1::RPAIN
C0149782,Squamous cell carcinoma of lung,SMARCA4::KDM4B
C0149782,Squamous cell carcinoma of lung,SOX2::TPRG1
C0149782,Squamous cell carcinoma of lung,RHOT1::RHBDL3
C0149782,Squamous cell carcinoma of lung,TMEM87A::PTPRN2
C0149782,Squamous cell carcinoma of lung,NCKAP5L::PRKAG1
C0149782,Squamous cell carcinoma of lung,ABHD13::IRS2
C0149782,Squamous cell carcinoma of lung,ACIN1::HAUS4
C0149782,Squamous cell carcinoma of lung,PEX14::PRG4
C0149782,Squamous cell carcinoma of lung,JPT1::NUP85
C0149782,Squamous cell carcinoma of lung,FRYL::LCORL
C0149782,Squamous cell carcinoma of lung,AKAP11::DGKH
C0149782,Squamous cell carcinoma of lung,RLF::CAP1
C0149782,Squamous cell carcinoma of lung,PPM1G::IFT172
C0149782,Squamous cell carcinoma of lung,PPFIA1::FGFR1
C0149782,Squamous cell carcinoma of lung,ROPN1L::SEMA5A
C0149782,Squamous cell carcinoma of lung,YIF1A::CTSF
C0149782,Squamous cell carcinoma of lung,MAN1A2::ALDOC
C0149782,Squamous cell carcinoma of lung,HSPB1::SF3B2
C0149782,Squamous cell carcinoma of lung,NEDD9::ERVFRD-1
C0149782,Squamous cell carcinoma of lung,EIF3D::MYH9
C0149782,Squamous cell carcinoma of lung,TCF7L1::TMEM182
C0149782,Squamous cell carcinoma of lung,URI1::CCNE1
C0149782,Squamous cell carcinoma of lung,CNTN5::TTYH1
C0149782,Squamous cell carcinoma of lung,MFSD14A::PALMD
C0149782,Squamous cell carcinoma of lung,VPS8::NPHP3
C0149782,Squamous cell carcinoma of lung,CAMSAP1::UBAC1
C0149782,Squamous cell carcinoma of lung,KHSRP::ZNF441
C0149782,Squamous cell carcinoma of lung,RGS10::TIAL1
C0149782,Squamous cell carcinoma of lung,MZF1::TEKTL1
C0149782,Squamous cell carcinoma of lung,AOAH::ELMO1
C0149782,Squamous cell carcinoma of lung,NAALADL2::SENP2
C0149782,Squamous cell carcinoma of lung,ZMAT5::HIRA
C0149782,Squamous cell carcinoma of lung,KIAA1217::THNSL1
C0149782,Squamous cell carcinoma of lung,MAP3K10::C19orf47
C0149782,Squamous cell carcinoma of lung,MTMR3::RNF215
C0149782,Squamous cell carcinoma of lung,CCNY::CREM
C0149782,Squamous cell carcinoma of lung,KPNA4::ATR
C0149782,Squamous cell carcinoma of lung,VPS13B::DPYS
C0149782,Squamous cell carcinoma of lung,PINX1::XKR6
C0149782,Squamous cell carcinoma of lung,ZNF599::SCN1B
C0149782,Squamous cell carcinoma of lung,INPP5E::SEC16A
C0149782,Squamous cell carcinoma of lung,MB21D2::FGF12
C0149782,Squamous cell carcinoma of lung,BCR::GNAZ
C0149782,Squamous cell carcinoma of lung,FRAS1::MRPL1
C0149782,Squamous cell carcinoma of lung,AFTPH::GLYATL3
C0149782,Squamous cell carcinoma of lung,SPTBN5::MGA
C0149782,Squamous cell carcinoma of lung,TMEM94::NUP85
C0149782,Squamous cell carcinoma of lung,ARL13B::NSUN3
C0149782,Squamous cell carcinoma of lung,NOP58::KIAA2012
C0149782,Squamous cell carcinoma of lung,TAF4::ALG10B
C0149782,Squamous cell carcinoma of lung,PTPN23::STAT4
C0149782,Squamous cell carcinoma of lung,SHB::PAX5
C0149782,Squamous cell carcinoma of lung,PHTF2::RSBN1L
C0149782,Squamous cell carcinoma of lung,PLAA::LINGO2
C0149782,Squamous cell carcinoma of lung,SMAD4::NRG1
C0149782,Squamous cell carcinoma of lung,IRAK2::GHRL
C0149782,Squamous cell carcinoma of lung,WWP2::TANGO6
C0149782,Squamous cell carcinoma of lung,KPNA4::IFT80
C0149782,Squamous cell carcinoma of lung,GAPDH::ACTB
C0149782,Squamous cell carcinoma of lung,FLNA::MTCP1
C0149782,Squamous cell carcinoma of lung,CLPTM1::OPA3
C0149782,Squamous cell carcinoma of lung,APTX::SMU1
C0149782,Squamous cell carcinoma of lung,CCDC88B::AKR1C1
C0149782,Squamous cell carcinoma of lung,USP48::MAN1C1
C0149782,Squamous cell carcinoma of lung,EML4::MET
C0149782,Squamous cell carcinoma of lung,AKAP13::CHD2
C0149782,Squamous cell carcinoma of lung,KIF21A::MIPOL1
C0149782,Squamous cell carcinoma of lung,DCAF8::NME7
C0149782,Squamous cell carcinoma of lung,PHLDB2::TAGLN3
C0149782,Squamous cell carcinoma of lung,MSI2::ARL17B
C0149782,Squamous cell carcinoma of lung,XPR1::FCGR3A
C0149782,Squamous cell carcinoma of lung,CCDC39::MCF2L2
C0149782,Squamous cell carcinoma of lung,ATE1::DNAJB12
C0149782,Squamous cell carcinoma of lung,YEATS2::GNB4
C0149782,Squamous cell carcinoma of lung,ZNF571::CATSPERG
C0149782,Squamous cell carcinoma of lung,FZR1::CNN1
C0149782,Squamous cell carcinoma of lung,BAZ2A::PRIM1
C0149782,Squamous cell carcinoma of lung,PPFIA1::OAF
C0149782,Squamous cell carcinoma of lung,CASC3::ERBB2
C0149782,Squamous cell carcinoma of lung,PACC1::PSAP
C0149782,Squamous cell carcinoma of lung,NBAS::DDX1
C0149782,Squamous cell carcinoma of lung,PPP1R12B::LGR6
C0149782,Squamous cell carcinoma of lung,KIT::DNAJB14
C0149782,Squamous cell carcinoma of lung,BAIAP2L1::ANKIB1
C0149782,Squamous cell carcinoma of lung,BAZ1A::RNF115
C0149782,Squamous cell carcinoma of lung,ZNF33B::CCPG1
C0149782,Squamous cell carcinoma of lung,ABCA5::C17orf67
C0149782,Squamous cell carcinoma of lung,HADHB::CENPO
C0149782,Squamous cell carcinoma of lung,TMEM127::ZAP70
C0149782,Squamous cell carcinoma of lung,LMBRD1::COL9A1
C0149782,Squamous cell carcinoma of lung,TEC::HMGCLL1
C0149782,Squamous cell carcinoma of lung,TAOK3::VSIG10
C0149782,Squamous cell carcinoma of lung,JDP2::FLVCR2
C0149782,Squamous cell carcinoma of lung,KCNMB2::NRXN1
C0149782,Squamous cell carcinoma of lung,KRT15::PTN
C0149782,Squamous cell carcinoma of lung,PPFIA3::ANK1
C0149782,Squamous cell carcinoma of lung,TIMM8A::TRPC5
C0149782,Squamous cell carcinoma of lung,KMT2D::DDX23
C0149782,Squamous cell carcinoma of lung,NOTCH3::UBTF
C0149782,Squamous cell carcinoma of lung,VARS1::HSPA1L
C0149782,Squamous cell carcinoma of lung,ABCA5::C17ORF67
C0149782,Squamous cell carcinoma of lung,NIN::STXBP6
C0149782,Squamous cell carcinoma of lung,PLEKHG4B::AHRR
C0149782,Squamous cell carcinoma of lung,TSPAN9::TTC38
C0149782,Squamous cell carcinoma of lung,ITPRIPL1::IL36G
C0149782,Squamous cell carcinoma of lung,EGFR::CHODL
C0149782,Squamous cell carcinoma of lung,FAM83F::FST
C0149782,Squamous cell carcinoma of lung,QSOX1::LHX4
C0149782,Squamous cell carcinoma of lung,TCTN1::CCDC63
C0149782,Squamous cell carcinoma of lung,DIP2C::ZMYND11
C0149782,Squamous cell carcinoma of lung,NTAQ1::ATAD2
C0149782,Squamous cell carcinoma of lung,ZSWIM4::YJU2B
