STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,3237217,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,4731533,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,2904694,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,2607380,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,1207704,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2003,,1295885,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1291598,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1205117,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2597094,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2898313,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,4714982,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,3252949,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL92,Mazovia Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2373215,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL42,West Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1696073,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL62,Warmia-Masuria,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1428885,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL61,Kuyavia-Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2068142,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL91,Warsaw Capital Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2766351,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL81,Lubusz,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2191172,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL41,Greater Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,3359932,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL82,Podkarpacia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2097248,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL52,Opole region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1055667,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL63,Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,2188918,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2004,,1008786,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1009168,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL63,Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2194041,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL52,Opole region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1051531,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL82,Podkarpacia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2097975,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL41,Greater Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,3365283,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL81,Lubusz,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2185156,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL91,Warsaw Capital Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2781319,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL61,Kuyavia-Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2068258,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL42,West Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1694865,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL62,Warmia-Masuria,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1428714,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL92,Mazovia Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2368411,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,3260201,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,4700771,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2893055,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,2587702,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1202425,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2005,,1288693,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1285007,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1199689,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2577465,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2888232,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,4685775,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,3266187,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL92,Mazovia Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2363755,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL42,West Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1694178,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL62,Warmia-Masuria,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1428601,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL61,Kuyavia-Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2068253,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL91,Warsaw Capital Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2799076,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL81,Lubusz,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2179611,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL41,Greater Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,3372417,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL82,Podkarpacia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2098263,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL52,Opole region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1047407,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL63,Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,2199043,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2006,,1009198,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1008520,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL63,Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2203595,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL52,Opole region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1041941,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL82,Podkarpacia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2097564,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL41,Greater Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,3378502,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL81,Lubusz,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2172766,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL91,Warsaw Capital Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2818082,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL61,Kuyavia-Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2066371,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL42,West Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1692838,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL62,Warmia-Masuria,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1426883,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL92,Mazovia Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2360272,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,3271206,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,4669137,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2882317,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,2566198,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1196101,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2007,,1279838,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL72,Świętokrzyskie,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1275550,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL84,Podlachia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1192660,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL71,Łódź,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2555898,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL51,Lower Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2878410,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL22,Silesia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,4654115,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL21,Lesser Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,3279036,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL92,Mazovia Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2358003,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL42,West Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1692271,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL62,Warmia-Masuria,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1426155,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL61,Kuyavia-Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2066136,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL91,Warsaw Capital Region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2837669,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL81,Lubusz,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2166213,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL41,Greater Poland,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,3386882,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL82,Podkarpacia,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2097338,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL52,Opole region,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1037088,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL63,Pomerania,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,2210920,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2008,,1008481,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_DENSITY(2.4),Population density - Regions,I,A,Annual,TL2,TL2,PL43,Lublin,_Z,Not applicable,POP,Population,_T,Total,_T,Total,PS,Persons,2009,,1008962,,POL,Poland,A,Normal value,0,Units,0,Zero
