DiseaseCui,DiseaseName,ChromosomalRearrengementName,ChromosomalRearrengementType
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(p15;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q14;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q35;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(q12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q25;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p15;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(p22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;12)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(q23;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;10)(q31;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q32;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q23;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;22)(q24;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;12)(q23;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;20)(p23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p23;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;10)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(q24;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(q21;q27),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(p23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p12;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(q32;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;22)(p24;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;21)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;13)(p16;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;13)(p23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;21)(q11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;10)(q22;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p12;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(q24;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q11;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;21)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;15)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;21)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;9)(q33;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;22)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p16;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q25;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;11)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;17)(q26;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;16)(q14;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p22;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;20)(q12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2;2)(p16;p21;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;7)(p22;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;14)(p36;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;16)(q33;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;20)(p22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;13)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;22)(q13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;14)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;4)(p32;p16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q33;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;20)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(p21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(q36;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;11)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;8)(q33;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;10)(q31;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p11;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;16)(q31;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p13;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;11)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;15)(q35;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(p24;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;4)(q13;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;22)(p13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;17)(q32;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;4)(p23;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;20)(q34;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;12)(q24;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;19)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;8)(q26;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p21;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q12;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;20)(p21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;14)(p21;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;15)(p12;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p22;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;12)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;4)(q23;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p33;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q11;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;14)(q34;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(p21;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(p21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;19)(p24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p15;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;7)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;12)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;17)(q26;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(p36;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p13;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;12)(q26;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q43;q43),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;10)(q33;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(p12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q12;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;20)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(q21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q21;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;21)(q21;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(p15;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;7)(p11;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;15)(q26;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;8)(p22;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;13)(p12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;21)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;17)(p13;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;12)(q13;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p25;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;18)(p13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;22)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(p14;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q24;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q24;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q21;q28),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;8)(q12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(q11;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p34;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(p14;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;4)(p31;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;14)(q33;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q23;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q37;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p23;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q41;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;10)(q34;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(q32;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;22)(p11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(p23;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(q22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;20)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p32;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;18)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;20)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(p35;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;18)(p12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;4)(q25;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p24;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(p16;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;19)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q36;q37),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(p31;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;12)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;17)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;15)(q24;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;21)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;18)(p13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(p35;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;14)(q32;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;19)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;10)(p22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p23;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;21)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;14)(q42;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;13)(q24;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p32;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;20)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;11)(p21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(p13;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(q35;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(p11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p23;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;19)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;19)(p23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;5)(p22;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;22)(q31;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;7)(q21;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;20)(q22;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;17)(p11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;10)(p24;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;8)(p11;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p22;p31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;14)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q32;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p12;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;11)(p11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;11)(q31;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;19)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;6)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;13)(p15;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p36;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;10)(p21;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;9)(p22;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p13;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;14)(q23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(p25;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q13;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;12)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;11)(p15;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q33;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p11;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(q37;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p13;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q22;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;10)(q24;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;20)(q33;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;13)(q22;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(p23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;22)(p15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;21)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(p21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;21)(q23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2;2)(p21;p21;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(q23;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p11;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q32;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;22)(p22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;17)(q29;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q41;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p14;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(p36;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q23;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;16)(q24;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q15;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q21;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;19)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q11;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p11;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p36;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(p11;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;10)(q31;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(q14;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;19)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;19)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;18)(p15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p32;p32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;14)(q15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(q23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;12)(q26;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;6)(q28;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q24;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;7)(q25;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;19)(q33;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;17)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;7)(p35;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;14)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;19)(q13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p13;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(q25;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(q21;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;19)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(p23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q35;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p35;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;22)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q31;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;16)(p16;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;8)(p21;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;6)(p24;q16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;6)(p14;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;10)(p15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;15)(q21;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;21)(p36;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;13)(q21;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q23;q24),Translocations
