DiseaseCui,DiseaseName,ChromosomalRearrengementName,ChromosomalRearrengementType
C0149782,Squamous cell carcinoma of lung,t(1;2)(q44;q35),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;6)(q21;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;17)(p15;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;16)(q34;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;9)(q29;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;11)(q34;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q32;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q36;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q22;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;13)(q22;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(20;20)(p12;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;13)(p11;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(p13;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;9)(q33;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p15;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q23;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;10)(q21;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p11;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;7)(q25;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;6)(q42;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q24;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;16)(p11;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;4)(q21;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q32;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p11;p16),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;18)(q32;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;21)(q33;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;20)(q11;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q11;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;7)(q29;p14),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;16)(q22;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;12)(p11;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;19)(p13;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q23;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;20)(q12;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;17)(q32;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p15;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;8)(q32;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;11)(q21;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;4)(p11;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;11)(q21;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;18)(p13;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(19;22)(q13;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;19)(p34;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p22;p22),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;4)(q32;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;11)(q27;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;18)(q25;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;15)(p22;q15),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(q13;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;7)(q23;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;6)(q22;p22),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(p12;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q14;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;14)(p36;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(q22;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;15)(p21;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p34;p33),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q24;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(q13;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;19)(q22;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;12)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;12)(q25;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;8)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;17)(q24;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;8)(p15;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;22)(p24;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;10)(q34;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;14)(q13;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q31;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;19)(q12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;8)(p13;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;13)(q31;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(q32;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;10)(p23;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;13)(q13;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;14)(q27;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;17)(q24;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p11;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;5)(p15;q35),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;4)(p31;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(18;18)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p16;p16),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;12)(p11;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(q21;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(18;18)(q12;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;18)(p11;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q14;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(16;19)(p13;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;11)(q35;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;22)(p11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;20)(p36;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;19)(p36;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;6)(p13;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;15)(p36;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q22;q28),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q42;p34),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q29;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;22)(p11;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;9)(p33;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(q11;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q12;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;9)(q13;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;12)(p12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;14)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(p13;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;11)(q24;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q32;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;5)(q35;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(p13;p14),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;4)(q33;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p13;p21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;7)(q32;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;14)(p12;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p21;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;12)(q31;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q21;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p16;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(p22;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;13)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;12)(q23;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q21;q36),Translocations
C0149782,Squamous cell carcinoma of lung,t(18;18)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q24;q42),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(p11;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;8)(q22;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p11;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;16)(p12;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q26;q28),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;3)(q37;q28),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;11)(p36;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;20)(p23;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;14)(q21;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;13)(q33;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(q44;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;X)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;9)(p21;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q21;q16),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p21;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(q13;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;18)(q13;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;16)(q28;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;13)(p14;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(q13;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;6)(p25;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q24;q35),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(p13;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;12)(q24;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(p15;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p32;p34),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;11)(q21;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;17)(p21;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(q21;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;3)(q21;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;21)(p21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p14;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;20)(p24;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q13;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q12;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;22)(p13;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;12)(q23;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;22)(p12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;14)(q28;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q31;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(16;17)(q12;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(p35;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;11)(q35;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;17)(p11;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;12)(p11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;17)(q13;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;11)(q22;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;17)(q16;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p22;p21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;4)(p36;p16),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;13)(p33;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;19)(q31;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p11;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;17)(p22;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;14)(q13;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;17)(q37;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q33;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;16)(q31;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;20)(q24;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(q32;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;8)(p32;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;3)(p36;q29),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;17)(q33;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;14)(q21;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;9)(p15;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;5)(q26;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p24;p24),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;16)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q15;q15),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q23;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;9)(q28;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q22;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(p31;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(19;20)(p13;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q34;q35),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;12)(p11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q23;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;22)(q21;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;11)(q31;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(16;16)(p12;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;15)(q36;q15),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;13)(q33;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p36;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(p12;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;8)(p22;p21),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;11)(p11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p24;p24),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p11;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(19;19)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;19)(q22;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q23;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q11;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;20)(q12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;3)(q32;p21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(p25;p25),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;5)(q26;q35),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q23;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q21;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(p13;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;4)(p16;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;11)(q11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;9)(q22;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q22;q27),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;6)(p14;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;18)(p12;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q25;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;12)(p22;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;7)(p21;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;14)(q12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q23;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q22;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;10)(q32;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(q12;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;14)(q21;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q24;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q13;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;6)(p11;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;3)(p16;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;17)(q33;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;X)(q22;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;19)(q21;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q22;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q12;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;22)(p13;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p21;p22),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;22)(q11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(p35;q37),Translocations
C0149782,Squamous cell carcinoma of lung,t(16;16)(q12;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(q13;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q23;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;9)(p21;p24),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;11)(p15;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q25;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;8)(p11;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q23;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;15)(q11;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;15)(p16;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;8)(p15;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;18)(p13;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;5)(p22;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(q24;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q21;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q36;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;10)(q27;q26),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;2)(p34;p16),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(p11;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(8;16)(p22;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;19)(p13;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q26;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;13)(q32;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;3)(p21;p22),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(p13;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;5)(q13;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;13)(q22;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;20)(p34;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q23;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(q41;q42),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;21)(p15;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;17)(q12;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;5)(q27;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q31;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;9)(q24;q33),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p22;q32),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q21;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(q21;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;8)(p36;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(22;22)(q12;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(16;17)(q13;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(p11;p14),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q25;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;18)(p13;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;18)(q21;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q12;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;8)(q27;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(15;15)(q26;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q21;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;17)(q24;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q23;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;16)(p13;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;6)(p13;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(q14;q15),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;10)(p22;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;11)(q12;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;17)(q22;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;20)(q12;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;19)(p21;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;18)(q34;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;6)(q33;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(p12;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;21)(p35;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(5;8)(p13;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;17)(q15;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(20;20)(q11;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q22;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q32;q31),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q11;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;22)(q26;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(9;18)(p24;q11),Translocations
C0149782,Squamous cell carcinoma of lung,t(3;3)(q28;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;17)(q12;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;X)(q22;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;7)(q21;p21),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;8)(q13;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(p13;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(11;11)(q12;p11),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;7)(p16;q21),Translocations
C0149782,Squamous cell carcinoma of lung,t(12;12)(q12;p13),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;21)(p22;q22),Translocations
C0149782,Squamous cell carcinoma of lung,t(X;1)(p21;p36),Translocations
C0149782,Squamous cell carcinoma of lung,t(14;14)(q22;q12),Translocations
C0149782,Squamous cell carcinoma of lung,t(2;2)(p23;p24),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;11)(p22;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(4;4)(q23;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;19)(p11;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(13;19)(q12;q13),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(q34;q34),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;1)(p33;p34),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;11)(q22;q14),Translocations
C0149782,Squamous cell carcinoma of lung,t(7;7)(p13;p12),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;7)(p24;p15),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q24;q24),Translocations
C0149782,Squamous cell carcinoma of lung,t(10;10)(q24;q23),Translocations
C0149782,Squamous cell carcinoma of lung,t(6;6)(q22;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(17;17)(q23;q25),Translocations
C0149782,Squamous cell carcinoma of lung,t(1;5)(q31;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p12;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;19)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(p13;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;14)(q31;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;15)(q11;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(q22;q14),Translocations
