ChemicalID,CountryName,CountryCode,CityName,Value,Units,Population,Year
NO2,Sweden,SE,Stockholm,28.7346,ug.m-3,988943,2013
NO2,Sweden,SE,Stromsund,1.0039,ug.m-3,11113,2013
NO2,Sweden,SE,Sundsvall,19.991,ug.m-3,99213,2013
NO2,Sweden,SE,Svalov,3.702,ug.m-3,14544,2013
NO2,Sweden,SE,Timra,16.1845,ug.m-3,17540,2013
NO2,Sweden,SE,Toreboda,1.6264,ug.m-3,9141,2013
NO2,Sweden,SE,Umea,35.6437,ug.m-3,133091,2013
NO2,Sweden,SE,Uppsala,18.171,ug.m-3,245329,2013
NO2,Sweden,SE,Vanersborg,1.5907,ug.m-3,40012,2013
NO2,Sweden,SE,Vaxjo,15.0345,ug.m-3,97574,2013
NO2,Sweden,SE,Vindeln,0.708,ug.m-3,5461,2013
Ni_PM10,Austria,AT,Brixlegg,4.1475,ng.m-3,3124,2013
Ni_PM10,Austria,AT,Graz,1.4808,ng.m-3,302749,2013
Ni_PM10,Austria,AT,Leoben,2.1954,ng.m-3,24605,2013
Ni_PM10,Austria,AT,Linz,1.4093,ng.m-3,211944,2013
Ni_PM10,Austria,AT,Steyregg,1.0639,ng.m-3,5039,2013
Ni_PM10,Austria,AT,Wels,0.97,ng.m-3,65287,2013
Ni_PM10,Belgium,BE,Antwerpen,6.1389,ng.m-3,544759,2013
Ni_PM10,Belgium,BE,Beerse,4.5633,ng.m-3,18601,2013
Ni_PM10,Belgium,BE,Genk,12.8553,ng.m-3,67877,2013
Ni_PM10,Belgium,BE,Gent,3.4863,ng.m-3,269597,2013
Ni_PM10,Belgium,BE,Tournai,1.7361,ng.m-3,68554,2013
Ni_PM10,Belgium,BE,Zelzate,3.8657,ng.m-3,13704,2013
Ni_PM10,Belgium,BE,Zutendaal,2.378,ng.m-3,7384,2013
Ni_PM10,Croatia,HR,Sisak,7.6645,ng.m-3,40121,2013
Ni_PM10,Cyprus,CY,Agia Marina (Xyliatou),2.7814,ng.m-3,102,2013
Ni_PM10,Cyprus,CY,Lefkosia,2.4355,ng.m-3,56848,2013
Ni_PM10,Czechia,CZ,Brandys Nad Labem-Stara Boleslav,1.699,ng.m-3,20073,2013
Ni_PM10,Czechia,CZ,Brno,0.7206,ng.m-3,400566,2013
Ni_PM10,Czechia,CZ,Budisov Nad Budisovkou,0.3745,ng.m-3,2824,2013
Ni_PM10,Czechia,CZ,Ceske Budejovice,1.7092,ng.m-3,97377,2013
Ni_PM10,Czechia,CZ,Desna,0.3424,ng.m-3,3062,2013
Ni_PM10,Czechia,CZ,Hodonin,2.436,ng.m-3,23657,2013
Ni_PM10,Czechia,CZ,Kladno,0.5218,ng.m-3,69078,2013
Ni_PM10,Czechia,CZ,Klatovy,2.0112,ng.m-3,22938,2013
Ni_PM10,Czechia,CZ,Kucharovice,0.6539,ng.m-3,898,2013
Ni_PM10,Czechia,CZ,Liberec,1.485,ng.m-3,107982,2013
Ni_PM10,Czechia,CZ,Olomouc,1.7618,ng.m-3,102293,2013
Ni_PM10,Czechia,CZ,Ostrava,2.595,ng.m-3,284765,2013
Ni_PM10,Czechia,CZ,Pardubice,0.5895,ng.m-3,92362,2013
Ni_PM10,Czechia,CZ,Plzen,1.4518,ng.m-3,185599,2013
Ni_PM10,Czechia,CZ,Praha,0.73,ng.m-3,1384732,2013
Ni_PM10,Czechia,CZ,Sokolov,0.4326,ng.m-3,22155,2013
Ni_PM10,Czechia,CZ,Stachy,0.2139,ng.m-3,1145,2013
Ni_PM10,Czechia,CZ,Svratouch,0.3452,ng.m-3,926,2013
Ni_PM10,Czechia,CZ,Teplice,1.312,ng.m-3,50959,2013
Ni_PM10,Czechia,CZ,Usti Nad Labem,0.906,ng.m-3,91342,2013
Ni_PM10,Czechia,CZ,Zlin,1.7629,ng.m-3,74255,2013
Ni_PM10,Estonia,EE,Kohtla-Jarve,2.9333,ng.m-3,33434,2013
Ni_PM10,Estonia,EE,Narva,2.8333,ng.m-3,53360,2013
Ni_PM10,Estonia,EE,Noo,2.3163,ng.m-3,4387,2013
Ni_PM10,Estonia,EE,Tallinn,2.3157,ng.m-3,457572,2013
Ni_PM10,Estonia,EE,Vihula,0.8737,ng.m-3,,2013
Ni_PM10,Finland,FI,Ahtari,0.3377,ng.m-3,5316,2013
Ni_PM10,Finland,FI,Harjavalta,9.4033,ng.m-3,6703,2013
Ni_PM10,Finland,FI,Helsinki,3.1154,ng.m-3,674500,2013
Ni_PM10,Finland,FI,Kittila,0.2332,ng.m-3,6822,2013
Ni_PM10,Finland,FI,Virolahti,0.6645,ng.m-3,2927,2013
Ni_PM10,France,FR,Aix-En-Provence,1.4346,ng.m-3,147478,2013
Ni_PM10,France,FR,Albertville,13.372,ng.m-3,19812,2013
Ni_PM10,France,FR,Arles,1.1846,ng.m-3,50415,2013
Ni_PM10,France,FR,Avignon,0.923,ng.m-3,90330,2013
Ni_PM10,France,FR,Bassens,0.7325,ng.m-3,7842,2013
Ni_PM10,France,FR,Berre-L'Etang,2.2135,ng.m-3,13912,2013
Ni_PM10,France,FR,Bessieres,0.4077,ng.m-3,4197,2013
Ni_PM10,France,FR,Bourg-Les-Valence,2.051,ng.m-3,19581,2013
Ni_PM10,France,FR,Cannes,1.9132,ng.m-3,73255,2013
Ni_PM10,France,FR,Carling,1.696,ng.m-3,3373,2013
Ni_PM10,France,FR,Champforgeuil,1.3717,ng.m-3,2595,2013
Ni_PM10,France,FR,Dieulefit,0.9778,ng.m-3,3230,2013
Ni_PM10,France,FR,Fort-De-France,2.5,ng.m-3,74921,2013
Ni_PM10,France,FR,Fos-Sur-Mer,1.7278,ng.m-3,15469,2013
Ni_PM10,France,FR,Gonfreville-L'Orcher,4.2906,ng.m-3,8961,2013
Ni_PM10,France,FR,Grande-Synthe,4.7083,ng.m-3,20331,2013
Ni_PM10,France,FR,Grenoble,1.5154,ng.m-3,157477,2013
Ni_PM10,France,FR,Gueret,1.536,ng.m-3,12840,2013
Ni_PM10,France,FR,Guipry-Messac,1.0981,ng.m-3,7202,2013
Ni_PM10,France,FR,Jonville-En-Woevre,0.757,ng.m-3,145,2013
Ni_PM10,France,FR,L'Hopital,1.266,ng.m-3,5182,2013
Ni_PM10,France,FR,Le Havre,3.515,ng.m-3,166058,2013
Ni_PM10,France,FR,Le Palais-Sur-Vienne,7.25,ng.m-3,5947,2013
Ni_PM10,France,FR,Les Ancizes-Comps,11.449,ng.m-3,1699,2013
Ni_PM10,France,FR,Lorient,1.162,ng.m-3,57846,2013
Ni_PM10,France,FR,Lunel-Viel,0.8,ng.m-3,4488,2013
Ni_PM10,France,FR,Lyon,1.5423,ng.m-3,522250,2013
Ni_PM10,France,FR,Marcq-En-Barul,3.1431,ng.m-3,39356,2013
Ni_PM10,France,FR,Marseille,2.285,ng.m-3,873076,2013
Ni_PM10,France,FR,Mayenne,0.12,ng.m-3,12900,2013
Ni_PM10,France,FR,Nantes,0.8216,ng.m-3,323204,2013
Ni_PM10,France,FR,Neuves-Maisons,1.1318,ng.m-3,6619,2013
Ni_PM10,France,FR,Nogent-Sur-Oise,1.063,ng.m-3,21382,2013
Ni_PM10,France,FR,Paris,1.4008,ng.m-3,2133111,2013
Ni_PM10,France,FR,Peyrusse-Vieille,0.4176,ng.m-3,65,2013
Ni_PM10,France,FR,Poitiers,1.32,ng.m-3,90240,2013
Ni_PM10,France,FR,Port-Saint-Louis-Du-Rhone,1.7012,ng.m-3,8446,2013
Ni_PM10,France,FR,Reims,1.2625,ng.m-3,179380,2013
Ni_PM10,France,FR,Rennes,1.11,ng.m-3,225081,2013
Ni_PM10,France,FR,Rouen,1.5628,ng.m-3,114083,2013
Ni_PM10,France,FR,Saint-Esteve,1.1,ng.m-3,11550,2013
Ni_PM10,France,FR,Saint-Etienne,1.8381,ng.m-3,172718,2013
Ni_PM10,France,FR,Saint-Pierre-Des-Corps,1.8625,ng.m-3,15909,2013
Ni_PM10,France,FR,Saran,0.8833,ng.m-3,16679,2013
Ni_PM10,France,FR,Toulon,1.8658,ng.m-3,180452,2013
Ni_PM10,France,FR,Toulouse,0.7929,ng.m-3,504078,2013
Ni_PM10,France,FR,Ugine,14.9213,ng.m-3,7148,2013
Ni_PM10,France,FR,Valenciennes,3.7308,ng.m-3,42991,2013
Ni_PM10,France,FR,Venissieux,1.7804,ng.m-3,66363,2013
Ni_PM10,France,FR,Vergeze,1.2,ng.m-3,5621,2013
Ni_PM10,Germany,DE,Aachen,2.4817,ng.m-3,252769,2013
Ni_PM10,Germany,DE,Augsburg,1.495,ng.m-3,303150,2013
Ni_PM10,Germany,DE,Bad Kreuznach,1.7841,ng.m-3,52989,2013
Ni_PM10,Germany,DE,Bad Lauterberg Im Harz,1.1455,ng.m-3,10258,2013
Ni_PM10,Germany,DE,Berlin,1.0539,ng.m-3,3782202,2013
Ni_PM10,Germany,DE,Bielefeld,1.4404,ng.m-3,338410,2013
Ni_PM10,Germany,DE,Bochum,12.752,ng.m-3,366385,2013
Ni_PM10,Germany,DE,Borken,1.4581,ng.m-3,43589,2013
Ni_PM10,Germany,DE,Borna,1.2444,ng.m-3,20013,2013
Ni_PM10,Germany,DE,Bosel,0.8099,ng.m-3,8965,2013
Ni_PM10,Germany,DE,Bottrop,2.6734,ng.m-3,118705,2013
Ni_PM10,Germany,DE,Braubach,1.6721,ng.m-3,2969,2013
Ni_PM10,Germany,DE,Buchholz (Westerwald),1.4693,ng.m-3,4801,2013
Ni_PM10,Germany,DE,Chemnitz,1.3909,ng.m-3,250681,2013
Ni_PM10,Germany,DE,Cottbus,1.7714,ng.m-3,100010,2013
Ni_PM10,Germany,DE,Darmstadt,1.823,ng.m-3,164792,2013
Ni_PM10,Germany,DE,Dillingen/ Saar,5.0745,ng.m-3,20070,2013
Ni_PM10,Germany,DE,Dortmund,3.4111,ng.m-3,595471,2013
Ni_PM10,Germany,DE,Dresden,1.9192,ng.m-3,566222,2013
Ni_PM10,Germany,DE,Duisburg,5.4378,ng.m-3,503707,2013
Ni_PM10,Germany,DE,Dusseldorf,2.9753,ng.m-3,631217,2013
Ni_PM10,Germany,DE,Frankfurt Am Main,2.0966,ng.m-3,775790,2013
Ni_PM10,Germany,DE,Freiberg,1.1457,ng.m-3,41045,2013
Ni_PM10,Germany,DE,Gelsenkirchen,2.6555,ng.m-3,265885,2013
Ni_PM10,Germany,DE,Glashutten,1.4393,ng.m-3,5394,2013
Ni_PM10,Germany,DE,Gorlitz,1.4915,ng.m-3,56694,2013
Ni_PM10,Germany,DE,Goslar,1.1669,ng.m-3,50253,2013
Ni_PM10,Germany,DE,Gottingen,1.7568,ng.m-3,120261,2013
Ni_PM10,Germany,DE,Gulzow-Pruzen,0.6033,ng.m-3,1611,2013
Ni_PM10,Germany,DE,Hamburg,5.025,ng.m-3,1910160,2013
Ni_PM10,Germany,DE,Hanau,3.6317,ng.m-3,103184,2013
Ni_PM10,Germany,DE,Hannover,1.7816,ng.m-3,548186,2013
Ni_PM10,Germany,DE,Kamp-Lintfort,1.7017,ng.m-3,38731,2013
Ni_PM10,Germany,DE,Kassel,1.9958,ng.m-3,204687,2013
Ni_PM10,Germany,DE,Koln,1.8342,ng.m-3,1087353,2013
Ni_PM10,Germany,DE,Krefeld,9.5256,ng.m-3,228550,2013
Ni_PM10,Germany,DE,Leipzig,2.0397,ng.m-3,619879,2013
Ni_PM10,Germany,DE,Linden,1.8065,ng.m-3,1154,2013
Ni_PM10,Germany,DE,Lubeck,1.6003,ng.m-3,219044,2013
Ni_PM10,Germany,DE,Luder,0.6578,ng.m-3,1234,2013
Ni_PM10,Germany,DE,Lunen,5.1354,ng.m-3,87266,2013
Ni_PM10,Germany,DE,Mainz,1.9944,ng.m-3,222889,2013
Ni_PM10,Germany,DE,Monchengladbach,2.7282,ng.m-3,268943,2013
Ni_PM10,Germany,DE,Mulheim An Der Ruhr,7.2108,ng.m-3,173255,2013
Ni_PM10,Germany,DE,Munchen,1.8217,ng.m-3,1510378,2013
Ni_PM10,Germany,DE,Neuhausen/Erzgeb.,0.9938,ng.m-3,2520,2013
Ni_PM10,Germany,DE,Niederzier,1.437,ng.m-3,14493,2013
Ni_PM10,Germany,DE,Nordenham,1.904,ng.m-3,26410,2013
Ni_PM10,Germany,DE,Nurnberg,1.5355,ng.m-3,526091,2013
Ni_PM10,Germany,DE,Oberried,0.3692,ng.m-3,2840,2013
Ni_PM10,Germany,DE,Osnabruck,2.1943,ng.m-3,166960,2013
Ni_PM10,Germany,DE,Potsdam,1.2556,ng.m-3,187119,2013
Ni_PM10,Germany,DE,Radebeul,1.1875,ng.m-3,33804,2013
Ni_PM10,Germany,DE,Raunheim,2.1423,ng.m-3,16564,2013
Ni_PM10,Germany,DE,Rehlingen-Siersburg,1.4374,ng.m-3,14305,2013
Ni_PM10,Germany,DE,Riedstadt,1.6843,ng.m-3,24464,2013
Ni_PM10,Germany,DE,Rostock,1.5792,ng.m-3,210795,2013
Ni_PM10,Germany,DE,Saarbrucken,1.7097,ng.m-3,183509,2013
Ni_PM10,Germany,DE,Salzgitter,2.1066,ng.m-3,105039,2013
Ni_PM10,Germany,DE,Simmerath,0.7547,ng.m-3,15955,2013
Ni_PM10,Germany,DE,Sommerda,1.2047,ng.m-3,19052,2013
Ni_PM10,Germany,DE,Stechlin,0.6786,ng.m-3,1173,2013
Ni_PM10,Germany,DE,Stolberg (Rhld.),1.4707,ng.m-3,56584,2013
Ni_PM10,Germany,DE,Suhl,0.3697,ng.m-3,36986,2013
Ni_PM10,Germany,DE,Sylt,1.228,ng.m-3,13679,2013
Ni_PM10,Germany,DE,Trier,2.4768,ng.m-3,112737,2013
Ni_PM10,Germany,DE,Trockenborn-Wolfersdorf,0.5905,ng.m-3,627,2013
Ni_PM10,Germany,DE,Volklingen,2.6769,ng.m-3,40358,2013
Ni_PM10,Germany,DE,Wetzlar,9.6378,ng.m-3,54629,2013
Ni_PM10,Germany,DE,Wiesbaden,1.9384,ng.m-3,285522,2013
Ni_PM10,Germany,DE,Wilhelmshaven,1.7062,ng.m-3,76247,2013
Ni_PM10,Germany,DE,Worms,1.5241,ng.m-3,85609,2013
Ni_PM10,Germany,DE,Wuppertal,2.4482,ng.m-3,358938,2013
Ni_PM10,Germany,DE,Wurzburg,1.8775,ng.m-3,128246,2013
Ni_PM10,Germany,DE,Zingst,1.3259,ng.m-3,3098,2013
Ni_PM10,Germany,DE,Zittau,1.1745,ng.m-3,24710,2013
Ni_PM10,Italy,IT,Acri,3.3007,ng.m-3,18574,2013
Ni_PM10,Italy,IT,Aosta,25.1071,ng.m-3,33176,2013
Ni_PM10,Italy,IT,Bergamo,10.7473,ng.m-3,120504,2013
Ni_PM10,Italy,IT,Botricello,1.738,ng.m-3,4989,2013
Ni_PM10,Italy,IT,Brescia,7.3715,ng.m-3,198688,2013
Ni_PM10,Italy,IT,Cagliari,2.6784,ng.m-3,147378,2013
Ni_PM10,Italy,IT,Cairo Montenotte,2.5828,ng.m-3,12766,2013
Ni_PM10,Italy,IT,Camin - Via Borso,7.6058,ng.m-3,,2013
Ni_PM10,Italy,IT,Catania,13.1,ng.m-3,298209,2013
Ni_PM10,Italy,IT,Catania; Via Antonino Ferrarotto; 42-50,7.5667,ng.m-3,298209,2013
Ni_PM10,Italy,IT,Ciampino,2.1207,ng.m-3,38774,2013
Ni_PM10,Italy,IT,Civitavecchia,2.2415,ng.m-3,51750,2013
Ni_PM10,Italy,IT,Colleferro,1.4573,ng.m-3,20487,2013
Ni_PM10,Italy,IT,Cosenza,2.5007,ng.m-3,63693,2013
Ni_PM10,Italy,IT,Crotone,0.6241,ng.m-3,58294,2013
Ni_PM10,Italy,IT,Darfo Boario Terme,8.2218,ng.m-3,15787,2013
Ni_PM10,Italy,IT,Fontechiari,1.2374,ng.m-3,1222,2013
Ni_PM10,Italy,IT,Frosinone,2.4984,ng.m-3,43454,2013
Ni_PM10,Italy,IT,Genova,4.9808,ng.m-3,561947,2013
Ni_PM10,Italy,IT,Gubbio,2.0374,ng.m-3,30358,2013
Ni_PM10,Italy,IT,La Spezia,3.6111,ng.m-3,92715,2013
Ni_PM10,Italy,IT,Lillianes,2.9621,ng.m-3,413,2013
Ni_PM10,Italy,IT,Loc. Fontanebianche,3.8206,ng.m-3,,2013
Ni_PM10,Italy,IT,Loc. Villafora,3.0726,ng.m-3,,2013
Ni_PM10,Italy,IT,Loc. Zambelli,2.5219,ng.m-3,,2013
Ni_PM10,Italy,IT,Macerata,10.9288,ng.m-3,40553,2013
Ni_PM10,Italy,IT,Magenta,9.9138,ng.m-3,24598,2013
Ni_PM10,Italy,IT,Mantova,7.4519,ng.m-3,49218,2013
Ni_PM10,Italy,IT,Martirano Lombardo,1.8286,ng.m-3,948,2013
Ni_PM10,Italy,IT,Meda,9.6319,ng.m-3,23493,2013
Ni_PM10,Italy,IT,Messina; Viale Boccetta N.774,5.569,ng.m-3,217895,2013
Ni_PM10,Italy,IT,Milano,8.221,ng.m-3,1371850,2013
Ni_PM10,Italy,IT,Milazzo; Via Carrubbaro N.2-18,9.724,ng.m-3,29998,2013
Ni_PM10,Italy,IT,Moggio,7.0502,ng.m-3,496,2013
Ni_PM10,Italy,IT,Palermo; Piazza Indipendenza S.N.,28.74,ng.m-3,628894,2013
Ni_PM10,Italy,IT,Parco La Mandria C/O Cascina Peppinella,1.5917,ng.m-3,96873,2013
Ni_PM10,Italy,IT,Perugia,2.3025,ng.m-3,162527,2013
Ni_PM10,Italy,IT,Piazza Delle Repubblica,1.1167,ng.m-3,,2013
Ni_PM10,Italy,IT,Piazza Ii Reggimento Alpini,1.7917,ng.m-3,,2013
Ni_PM10,Italy,IT,Platania,1.6409,ng.m-3,1956,2013
Ni_PM10,Italy,IT,Porto Torres,3.3509,ng.m-3,21020,2013
Ni_PM10,Italy,IT,Portoscuso,4.0118,ng.m-3,4792,2013
Ni_PM10,Italy,IT,Priolo Gargallo; Via Del Fico C/O Centro Polivalente,6.1682,ng.m-3,11198,2013
Ni_PM10,Italy,IT,Rocca Di Neto,3.1791,ng.m-3,5307,2013
Ni_PM10,Italy,IT,Roccaforte Del Greco,0.88,ng.m-3,9097,2013
Ni_PM10,Italy,IT,Roggiano Gravina,1.5124,ng.m-3,6764,2013
Ni_PM10,Italy,IT,Roma,2.7882,ng.m-3,2754719,2013
Ni_PM10,Italy,IT,Sacca Fisola; Venezia,5.1,ng.m-3,250369,2013
Ni_PM10,Italy,IT,San Ferdinando,1.063,ng.m-3,4309,2013
Ni_PM10,Italy,IT,Sassari,1.2089,ng.m-3,120875,2013
Ni_PM10,Italy,IT,Savona,6.4833,ng.m-3,58620,2013
Ni_PM10,Italy,IT,Schivenoglia,6.6989,ng.m-3,1071,2013
Ni_PM10,Italy,IT,Serra San Bruno,2.5255,ng.m-3,304,2013
Ni_PM10,Italy,IT,Seulo,0.9546,ng.m-3,15937,2013
Ni_PM10,Italy,IT,Siniscola,1.4112,ng.m-3,11135,2013
Ni_PM10,Italy,IT,Siracusa; Via Gela N.11 C/O Istituto Emanuele Giaraca,5.0091,ng.m-3,116051,2013
Ni_PM10,Italy,IT,Sondrio,5.6016,ng.m-3,21244,2013
Ni_PM10,Italy,IT,Soresina,8.5965,ng.m-3,96873,2013
Ni_PM10,Italy,IT,Spoleto,2.3777,ng.m-3,36186,2013
Ni_PM10,Italy,IT,Strongoli,0.9987,ng.m-3,6159,2013
Ni_PM10,Italy,IT,Talsano,0.8591,ng.m-3,,2013
Ni_PM10,Italy,IT,Terni,10.2489,ng.m-3,106677,2013
Ni_PM10,Italy,IT,Trento,2.6762,ng.m-3,118886,2013
Ni_PM10,Italy,IT,Vado Ligure,2.5568,ng.m-3,8005,2013
Ni_PM10,Italy,IT,Varese,7.2963,ng.m-3,78819,2013
Ni_PM10,Italy,IT,Via Bagno 10 C/O Campo Sportivo,2.4333,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Bissuola,4.9814,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Ca' Rasi,4.1,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Cimitero - Casirate D'Adda (Bg),8.4262,ng.m-3,4084,2013
Ni_PM10,Italy,IT,Via Colombo; 18,3.1857,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Consolata 10; Torino,4.8833,ng.m-3,846926,2013
Ni_PM10,Italy,IT,Via Donizetti; 15 C/O Campo Coni,1.8083,ng.m-3,14866,2013
Ni_PM10,Italy,IT,Via Ferrarin,3.2785,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Garigliano,5.7021,ng.m-3,66,2013
Ni_PM10,Italy,IT,Via Grotto,3.0889,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Lago Di Garda,14.1285,ng.m-3,4113,2013
Ni_PM10,Italy,IT,Via Lancieri Di Novara,3.8391,ng.m-3,102518,2013
Ni_PM10,Italy,IT,Via Machiavelli,2.1296,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Perdalonga - Quartu Sant'Elena (Ca),1.9836,ng.m-3,68463,2013
Ni_PM10,Italy,IT,Via R. Kennedy Bari,2.5374,ng.m-3,316212,2013
Ni_PM10,Italy,IT,Via Roma Angolo Via Des Moines,1.3583,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Rosati 139,2.1863,ng.m-3,14662,2013
Ni_PM10,Italy,IT,Via Tommaseo,6.2547,ng.m-3,,2013
Ni_PM10,Italy,IT,Via Vecellio,3.5789,ng.m-3,,2013
Ni_PM10,Latvia,LV,Liepaja,2.1364,ng.m-3,66368,2013
Ni_PM10,Latvia,LV,Riga,1.3504,ng.m-3,601230,2013
Ni_PM10,Latvia,LV,Rucava,2.0075,ng.m-3,,2013
Ni_PM10,Latvia,LV,Ventspils,1.31,ng.m-3,32497,2013
Ni_PM10,Lithuania,LT,Irmn Seninija,0.8058,ng.m-3,,2013
Ni_PM10,Lithuania,LT,Petra In Seninija,0.6692,ng.m-3,,2013
Ni_PM10,Lithuania,LT,Tauragn Seninija,0.55,ng.m-3,,2013
Ni_PM10,Lithuania,LT,Unk,0.5067,ng.m-3,,2013
Ni_PM10,Norway,NO,Birkenes,0.384,ng.m-3,5480,2013
Ni_PM10,Norway,NO,Kristiansand,30.1,ng.m-3,116986,2013
Ni_PM10,Norway,NO,Sr-Varanger,13.9265,ng.m-3,10063,2013
Ni_PM10,Poland,PL,Biaystok,1.5076,ng.m-3,291688,2013
Ni_PM10,Poland,PL,Bielsko-Biaa,1.9245,ng.m-3,165766,2013
Ni_PM10,Poland,PL,Brzeziny,1.7446,ng.m-3,11949,2013
Ni_PM10,Poland,PL,Bydgoszcz,2.274,ng.m-3,326434,2013
Ni_PM10,Poland,PL,Ciechocinek,1.1319,ng.m-3,10153,2013
Ni_PM10,Poland,PL,Czestochowa,2.5015,ng.m-3,205969,2013
Ni_PM10,Poland,PL,Elblag,0.6961,ng.m-3,112923,2013
Ni_PM10,Poland,PL,Gdansk,1.9157,ng.m-3,487371,2013
Ni_PM10,Poland,PL,Godow,4.6136,ng.m-3,13712,2013
Ni_PM10,Poland,PL,Gogow,1.1323,ng.m-3,62049,2013
Ni_PM10,Poland,PL,Gorzow Wielkopolski,4.5554,ng.m-3,115247,2013
Ni_PM10,Poland,PL,Grudziadz,1.2641,ng.m-3,88658,2013
Ni_PM10,Poland,PL,Gubczyce,1.9476,ng.m-3,20847,2013
Ni_PM10,Poland,PL,Inowrocaw,0.9997,ng.m-3,67378,2013
Ni_PM10,Poland,PL,Jaso,1.1228,ng.m-3,32727,2013
Ni_PM10,Poland,PL,Kalisz,3.3405,ng.m-3,93137,2013
Ni_PM10,Poland,PL,Katowice,2.1189,ng.m-3,279190,2013
Ni_PM10,Poland,PL,Kielce,2.1181,ng.m-3,182295,2013
Ni_PM10,Poland,PL,Koscierzyna,1.6449,ng.m-3,23296,2013
Ni_PM10,Poland,PL,Koszalin,1.2,ng.m-3,105540,2013
Ni_PM10,Poland,PL,Krakow,1.862,ng.m-3,806201,2013
Ni_PM10,Poland,PL,Krosno,1.0652,ng.m-3,44060,2013
Ni_PM10,Poland,PL,Kwidzyn,1.7238,ng.m-3,36854,2013
Ni_PM10,Poland,PL,Legnica,1.2304,ng.m-3,91948,2013
Ni_PM10,Poland,PL,Lublin,0.8036,ng.m-3,329565,2013
Ni_PM10,Poland,PL,Lubliniec,2.1494,ng.m-3,23347,2013
Ni_PM10,Poland,PL,Malbork,1.4235,ng.m-3,36709,2013
Ni_PM10,Poland,PL,Mawa,1.0,ng.m-3,30802,2013
Ni_PM10,Poland,PL,Nako Nad Notecia,1.3588,ng.m-3,29774,2013
Ni_PM10,Poland,PL,Nidzica,0.5719,ng.m-3,19736,2013
Ni_PM10,Poland,PL,Nowa Ruda,1.0082,ng.m-3,20421,2013
Ni_PM10,Poland,PL,Nowy Sacz,1.9802,ng.m-3,80358,2013
Ni_PM10,Poland,PL,Nowy Tomysl,3.8375,ng.m-3,27759,2013
Ni_PM10,Poland,PL,Oawa,1.409,ng.m-3,33166,2013
Ni_PM10,Poland,PL,Odz,1.8636,ng.m-3,652015,2013
Ni_PM10,Poland,PL,Olsztyn,0.5981,ng.m-3,167311,2013
Ni_PM10,Poland,PL,Opoczno,2.012,ng.m-3,31676,2013
Ni_PM10,Poland,PL,Opole,2.5104,ng.m-3,126077,2013
Ni_PM10,Poland,PL,Ostrow Wielkopolski,2.1153,ng.m-3,69260,2013
Ni_PM10,Poland,PL,Pabianice,1.9222,ng.m-3,60598,2013
Ni_PM10,Poland,PL,Pia,1.4459,ng.m-3,70054,2013
Ni_PM10,Poland,PL,Piotrkow Trybunalski,1.9582,ng.m-3,66519,2013
Ni_PM10,Poland,PL,Pock,2.0137,ng.m-3,111190,2013
Ni_PM10,Poland,PL,Polkowice,1.1847,ng.m-3,26836,2013
Ni_PM10,Poland,PL,Poznan,1.3157,ng.m-3,538439,2013
Ni_PM10,Poland,PL,Przemysl,1.0506,ng.m-3,56050,2013
Ni_PM10,Poland,PL,Pszczyna,2.4243,ng.m-3,52703,2013
Ni_PM10,Poland,PL,Radom,1.7953,ng.m-3,196005,2013
Ni_PM10,Poland,PL,Radomsko,1.7729,ng.m-3,42973,2013
Ni_PM10,Poland,PL,Rybnik,1.7393,ng.m-3,130887,2013
Ni_PM10,Poland,PL,Rzeszow,1.0401,ng.m-3,197268,2013
Ni_PM10,Poland,PL,Siedlce,2.7684,ng.m-3,75297,2013
Ni_PM10,Poland,PL,Sieradz,1.8562,ng.m-3,38729,2013
Ni_PM10,Poland,PL,Skierniewice,1.9626,ng.m-3,45184,2013
Ni_PM10,Poland,PL,Sulecin,4.2319,ng.m-3,15028,2013
Ni_PM10,Poland,PL,Supsk,3.4739,ng.m-3,85504,2013
Ni_PM10,Poland,PL,Szczawno-Zdroj,0.8635,ng.m-3,5240,2013
Ni_PM10,Poland,PL,Szczecin,1.2,ng.m-3,389066,2013
Ni_PM10,Poland,PL,Szczecinek,1.2,ng.m-3,37557,2013
Ni_PM10,Poland,PL,Tarnow,1.7009,ng.m-3,103129,2013
Ni_PM10,Poland,PL,Tarnowskie Gory,2.0888,ng.m-3,61321,2013
Ni_PM10,Poland,PL,Tomaszow Mazowiecki,1.6499,ng.m-3,57438,2013
Ni_PM10,Poland,PL,Torun,1.6974,ng.m-3,194771,2013
Ni_PM10,Poland,PL,Tuchola,0.9902,ng.m-3,19589,2013
Ni_PM10,Poland,PL,Wabrzych,0.917,ng.m-3,100294,2013
Ni_PM10,Poland,PL,Wadysawowo,5.3226,ng.m-3,14298,2013
Ni_PM10,Poland,PL,Warszawa,2.3448,ng.m-3,1861599,2013
Ni_PM10,Poland,PL,Widuchowa,1.2,ng.m-3,4980,2013
Ni_PM10,Poland,PL,Wocawek,1.4782,ng.m-3,100807,2013
