pollutant,country,sampling_point,station_name,municipality,latitude,longitude,station_area,annual_mean,n_observations,unit,agg_type,year
O3,CY,SPO-CY0002R_00007_101,"Emep - Ayia Marina",Agia Marina (Xyliatou),35.03802,33.05779,rural-regional,70.6613,1,ug.m-3,hour,2025
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,57.6924,8573,ug.m-3,hour,2013
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,54.2632,8637,ug.m-3,hour,2014
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,53.6675,8476,ug.m-3,hour,2015
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,55.1357,8784,ug.m-3,hour,2016
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,55.2995,8760,ug.m-3,hour,2017
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,55.4997,8760,ug.m-3,hour,2018
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,56.1116,8760,ug.m-3,hour,2019
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,57.0287,8784,ug.m-3,hour,2020
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,63.1060,8760,ug.m-3,hour,2021
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,58.5329,8760,ug.m-3,hour,2022
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,56.8549,8760,ug.m-3,hour,2023
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,61.5335,8784,ug.m-3,hour,2024
O3,CY,SPO-CY0004A_00007_100,"NICOSIA TRAFFIC POLICE",Lefkosia,35.15194,33.34778,urban,16.1821,1,ug.m-3,hour,2025
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,64.5389,8759,ug.m-3,hour,2017
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,69.5041,8760,ug.m-3,hour,2018
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,66.5290,8760,ug.m-3,hour,2019
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,66.3565,8784,ug.m-3,hour,2020
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,73.8672,8760,ug.m-3,hour,2021
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,71.9461,8760,ug.m-3,hour,2022
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,72.0360,8760,ug.m-3,hour,2023
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,72.0807,8784,ug.m-3,hour,2024
O3,CY,SPO-CY0006A_00007_100,"NICOSIA RESIDENTIAL",Strovolos,35.12694,33.33167,suburban,19.8007,1,ug.m-3,hour,2025
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,53.0950,8716,ug.m-3,hour,2013
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,47.7554,8745,ug.m-3,hour,2014
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,54.3035,8472,ug.m-3,hour,2015
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,54.0001,8348,ug.m-3,hour,2016
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,55.4105,8200,ug.m-3,hour,2017
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,60.2578,8221,ug.m-3,hour,2018
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,58.7748,8322,ug.m-3,hour,2019
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,54.4609,8394,ug.m-3,hour,2020
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,53.2033,8325,ug.m-3,hour,2021
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,57.5210,8289,ug.m-3,hour,2022
O3,CZ,SPO.CZ_UTUSA_O3_40341,Tusimice,Kadaň,50.37659,13.32762,rural-nearcity,58.6312,8352,ug.m-3,hour,2023
O3,CZ,SPO.CZ_BBMAA_O3_1621232,,,,,,53.3586,5940,ug.m-3,hour,2019
O3,CZ,SPO.CZ_BBMAA_O3_1621232,,,,,,49.1714,8560,ug.m-3,hour,2020
O3,CZ,SPO.CZ_BBMAA_O3_1621232,,,,,,50.3456,8538,ug.m-3,hour,2021
O3,CZ,SPO.CZ_BBMAA_O3_1621232,,,,,,50.5405,8096,ug.m-3,hour,2022
O3,CZ,SPO.CZ_BBMAA_O3_1621232,,,,,,52.1906,8443,ug.m-3,hour,2023
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,71.8940,8737,ug.m-3,hour,2013
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,71.0414,8660,ug.m-3,hour,2014
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,75.9914,8464,ug.m-3,hour,2015
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,71.9613,8314,ug.m-3,hour,2016
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,72.4305,8323,ug.m-3,hour,2017
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,78.9694,8248,ug.m-3,hour,2018
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,75.8147,8309,ug.m-3,hour,2019
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,68.8391,8290,ug.m-3,hour,2020
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,71.6502,8178,ug.m-3,hour,2021
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,72.4175,8171,ug.m-3,hour,2022
O3,CZ,SPO.CZ_ZSNVA_O3_40815,Stitna n.Vlari,Štítná nad Vláří-Popov,49.04782,18.00783,rural-regional,72.1591,7791,ug.m-3,hour,2023
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,43.2659,8700,ug.m-3,hour,2013
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,41.0373,8759,ug.m-3,hour,2014
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,51.2513,8236,ug.m-3,hour,2015
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,50.4273,8006,ug.m-3,hour,2016
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,53.2852,8090,ug.m-3,hour,2017
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,59.6287,7953,ug.m-3,hour,2018
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,55.3188,8279,ug.m-3,hour,2019
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,54.0797,8187,ug.m-3,hour,2020
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,50.6719,8149,ug.m-3,hour,2021
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,53.7758,8088,ug.m-3,hour,2022
O3,CZ,SPO.CZ_ASTOA_O3_41241,Praha 5-Stodulky,Praha,50.04613,14.33141,urban,56.9260,8230,ug.m-3,hour,2023
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,56.9982,8701,ug.m-3,hour,2013
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,58.3400,8667,ug.m-3,hour,2014
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,63.9377,8391,ug.m-3,hour,2015
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,57.5657,8320,ug.m-3,hour,2016
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,63.1276,8536,ug.m-3,hour,2017
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,68.9243,7847,ug.m-3,hour,2018
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,66.1493,8416,ug.m-3,hour,2019
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,60.2013,8298,ug.m-3,hour,2020
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,57.7878,8290,ug.m-3,hour,2021
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,59.7877,8371,ug.m-3,hour,2022
O3,CZ,SPO.CZ_CKOCA_O3_41171,Kocelovice,Kocelovice,49.46727,13.83746,rural-regional,67.1125,8324,ug.m-3,hour,2023
O3,CZ,SPO.CZ_CTACA_O3_1802164,,,,,,33.2156,1638,ug.m-3,hour,2023
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,47.0991,8725,ug.m-3,hour,2013
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,45.1325,8751,ug.m-3,hour,2014
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,52.1118,8299,ug.m-3,hour,2015
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,50.6037,8254,ug.m-3,hour,2016
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,54.1029,8190,ug.m-3,hour,2017
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,58.0763,8068,ug.m-3,hour,2018
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,56.6977,8191,ug.m-3,hour,2019
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,52.3001,8304,ug.m-3,hour,2020
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,53.0848,8303,ug.m-3,hour,2021
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,52.8333,8113,ug.m-3,hour,2022
O3,CZ,SPO.CZ_TOVKA_O3_867888,Opava-Katerinky,Opava,49.94499,17.90953,urban,56.2451,8377,ug.m-3,hour,2023
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,47.3600,8386,ug.m-3,hour,2013
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,45.4548,8187,ug.m-3,hour,2014
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,54.8001,7933,ug.m-3,hour,2015
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,50.5759,8201,ug.m-3,hour,2016
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,51.6176,8115,ug.m-3,hour,2017
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,59.6394,8039,ug.m-3,hour,2018
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,56.1530,8132,ug.m-3,hour,2019
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,53.1872,8343,ug.m-3,hour,2020
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,49.4217,8021,ug.m-3,hour,2021
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,54.4183,8208,ug.m-3,hour,2022
O3,CZ,SPO.CZ_ALIBA_O3_40283,Praha 4-Libus,Praha,50.00731,14.44593,suburban,60.0116,8242,ug.m-3,hour,2023
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,45.2693,8374,ug.m-3,hour,2013
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,41.1357,8193,ug.m-3,hour,2014
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,47.2553,8262,ug.m-3,hour,2015
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,44.4541,7919,ug.m-3,hour,2016
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,49.0372,7676,ug.m-3,hour,2017
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,56.8218,7934,ug.m-3,hour,2018
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,55.0159,8026,ug.m-3,hour,2019
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,51.3915,8150,ug.m-3,hour,2020
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,47.4043,8080,ug.m-3,hour,2021
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,54.2953,7793,ug.m-3,hour,2022
O3,CZ,SPO.CZ_AKOBA_O3_40309,Praha 8-Kobylisy,Praha,50.12219,14.46758,suburban,57.2037,8292,ug.m-3,hour,2023
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,46.3479,8596,ug.m-3,hour,2013
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,40.4936,8622,ug.m-3,hour,2014
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,47.6725,8386,ug.m-3,hour,2015
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,44.0742,8185,ug.m-3,hour,2016
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,47.7974,7854,ug.m-3,hour,2017
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,53.8975,7677,ug.m-3,hour,2018
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,50.4910,8254,ug.m-3,hour,2019
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,44.2785,8194,ug.m-3,hour,2020
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,43.1794,8213,ug.m-3,hour,2021
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,47.9213,8336,ug.m-3,hour,2022
O3,CZ,SPO.CZ_ULOMA_O3_188524,Lom,Mariánské Radčice,50.58577,13.67342,rural-nearcity,49.2991,8197,ug.m-3,hour,2023
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,69.4024,8697,ug.m-3,hour,2013
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,59.4650,8508,ug.m-3,hour,2014
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,65.3917,8394,ug.m-3,hour,2015
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,64.4077,8509,ug.m-3,hour,2016
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,68.7860,8493,ug.m-3,hour,2017
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,72.2201,8318,ug.m-3,hour,2018
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,68.6450,8555,ug.m-3,hour,2019
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,63.7645,8550,ug.m-3,hour,2020
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,62.9483,8432,ug.m-3,hour,2021
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,66.5942,8144,ug.m-3,hour,2022
O3,CZ,SPO.CZ_CHVOA_O3_40721,Hojna Voda,Horní Stropnice,48.7242,14.72338,rural-regional,70.8151,8130,ug.m-3,hour,2023
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,48.3735,8650,ug.m-3,hour,2013
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,44.4174,8739,ug.m-3,hour,2014
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,46.3418,8441,ug.m-3,hour,2015
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,43.0148,8156,ug.m-3,hour,2016
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,45.7521,8234,ug.m-3,hour,2017
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,52.5071,8389,ug.m-3,hour,2018
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,51.3608,8146,ug.m-3,hour,2019
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,45.0992,8208,ug.m-3,hour,2020
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,43.4310,8282,ug.m-3,hour,2021
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,49.7042,8187,ug.m-3,hour,2022
O3,CZ,SPO.CZ_PPLVA_O3_40748,Plzen-Doubravka,Plzeň,49.76862,13.42338,suburban,54.2888,8330,ug.m-3,hour,2023
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,63.6183,8701,ug.m-3,hour,2013
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,60.7711,8736,ug.m-3,hour,2014
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,66.8461,8329,ug.m-3,hour,2015
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,63.8063,8385,ug.m-3,hour,2016
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,66.1931,8253,ug.m-3,hour,2017
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,74.6640,8307,ug.m-3,hour,2018
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,71.4011,8263,ug.m-3,hour,2019
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,65.0462,8424,ug.m-3,hour,2020
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,64.3089,8392,ug.m-3,hour,2021
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,70.5482,8374,ug.m-3,hour,2022
O3,CZ,SPO.CZ_USNZA_O3_188667,Sneznik,Jílové,50.78944,14.0868,rural-regional,69.7711,8320,ug.m-3,hour,2023
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,51.8427,3983,ug.m-3,hour,2015
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,52.4445,8382,ug.m-3,hour,2016
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,55.7601,8257,ug.m-3,hour,2017
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,62.8045,8299,ug.m-3,hour,2018
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,60.7466,8295,ug.m-3,hour,2019
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,55.1462,8390,ug.m-3,hour,2020
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,54.1609,8309,ug.m-3,hour,2021
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,57.6861,8244,ug.m-3,hour,2022
O3,CZ,SPO.CZ_LLILA_O3_1367188,,,,,,59.4736,8207,ug.m-3,hour,2023
O3,CZ,SPO.CZ_TOREK_O3_780840,Ostrava-Radvanice ZU,Ostrava,49.80706,18.33914,suburban,43.6347,8573,ug.m-3,hour,2020
O3,CZ,SPO.CZ_TOREK_O3_780840,Ostrava-Radvanice ZU,Ostrava,49.80706,18.33914,suburban,46.2405,8519,ug.m-3,hour,2021
O3,CZ,SPO.CZ_TOREK_O3_780840,Ostrava-Radvanice ZU,Ostrava,49.80706,18.33914,suburban,44.1394,8681,ug.m-3,hour,2022
O3,CZ,SPO.CZ_TOREK_O3_780840,Ostrava-Radvanice ZU,Ostrava,49.80706,18.33914,suburban,50.1421,8620,ug.m-3,hour,2023
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,32.6286,8535,ug.m-3,hour,2013
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,29.1503,8383,ug.m-3,hour,2014
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,37.3848,8283,ug.m-3,hour,2015
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,38.2937,7671,ug.m-3,hour,2016
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,39.5897,7626,ug.m-3,hour,2017
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,44.8945,7726,ug.m-3,hour,2018
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,42.5117,7739,ug.m-3,hour,2019
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,42.3348,7491,ug.m-3,hour,2020
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,39.9932,7796,ug.m-3,hour,2021
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,43.2944,7739,ug.m-3,hour,2022
O3,CZ,SPO.CZ_AVYNA_O3_41249,Praha 9-Vysocany,Praha,50.11108,14.5031,urban,45.8411,8087,ug.m-3,hour,2023
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,56.9704,7904,ug.m-3,hour,2017
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,66.4015,8050,ug.m-3,hour,2018
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,64.1884,8233,ug.m-3,hour,2019
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,60.9245,8233,ug.m-3,hour,2020
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,60.3697,8208,ug.m-3,hour,2021
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,60.5813,8137,ug.m-3,hour,2022
O3,CZ,SPO.CZ_STCSA_O3_874376,,,,,,66.3739,8334,ug.m-3,hour,2023
O3,CZ,SPO.CZ_ESVRA_O3_40845,Svratouch,Svratouch,49.73508,16.0342,rural-regional,60.5646,8742,ug.m-3,hour,2013
O3,CZ,SPO.CZ_ESVRA_O3_40845,Svratouch,Svratouch,49.73508,16.0342,rural-regional,63.4642,8728,ug.m-3,hour,2014
