pollutant,country,sampling_point,station_name,municipality,latitude,longitude,station_area,annual_mean,n_observations,unit,agg_type,year
PM2.5,AT,SPO.09.BELG.67350.6001.1,Belgradplatz,1100 Wien,48.17435,16.36142,urban,10.7803,8752,ug.m-3,hour,2021
PM2.5,AT,SPO.09.BELG.67350.6001.1,Belgradplatz,1100 Wien,48.17435,16.36142,urban,10.1758,8699,ug.m-3,hour,2022
PM2.5,AT,SPO.09.BELG.67350.6001.1,Belgradplatz,1100 Wien,48.17435,16.36142,urban,10.1954,8683,ug.m-3,hour,2023
PM2.5,AT,SPO.09.BELG.67350.6001.1,Belgradplatz,1100 Wien,48.17435,16.36142,urban,9.8979,8666,ug.m-3,hour,2024
PM2.5,AT,SPO.04.S418.65738.6001.1,Lenzing Winterstrasse,4860 Lenzing,47.97194,13.60083,rural,9.7324,5785,ug.m-3,hour,2014
PM2.5,AT,SPO.04.S418.65738.6001.1,Lenzing Winterstrasse,4860 Lenzing,47.97194,13.60083,rural,12.0581,8676,ug.m-3,hour,2015
PM2.5,AT,SPO.04.S418.65738.6001.1,Lenzing Winterstrasse,4860 Lenzing,47.97194,13.60083,rural,11.7785,8668,ug.m-3,hour,2016
PM2.5,AT,SPO.04.S418.65738.6001.1,Lenzing Winterstrasse,4860 Lenzing,47.97194,13.60083,rural,68.2952,1,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,11.6317,8709,ug.m-3,hour,2013
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,8.2441,8646,ug.m-3,hour,2014
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,9.2659,7731,ug.m-3,hour,2015
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,8.6777,8493,ug.m-3,hour,2016
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,8.7439,8704,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,10.3726,8713,ug.m-3,hour,2018
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,8.4186,8693,ug.m-3,hour,2019
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,7.6153,8736,ug.m-3,hour,2020
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,7.8440,8740,ug.m-3,hour,2021
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,6.5399,8735,ug.m-3,hour,2022
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,6.0306,8631,ug.m-3,hour,2023
PM2.5,AT,SPO.04.S125.64342.6001.1,Bad Ischl; Rettenbachwaldstraße,4820 Bad Ischl,47.71611,13.63222,suburban,5.9211,8764,ug.m-3,hour,2024
PM2.5,AT,SPO.04.S245.66671.6001.1,Lenzing Hauptstraße,4860 Lenzing,47.97414,13.61505,rural,9.8161,7019,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S245.66671.6001.1,Lenzing Hauptstraße,4860 Lenzing,47.97414,13.61505,rural,21.7427,2037,ug.m-3,hour,2018
PM2.5,AT,SPO.10.PIL1.64510.6001.2,Pillersdorf bei Retz,2073 Pillersdorf; Gemeinde Zellerndorf,48.7212,15.936,rural-regional,9.0606,8737,ug.m-3,hour,2022
PM2.5,AT,SPO.10.PIL1.64510.6001.2,Pillersdorf bei Retz,2073 Pillersdorf; Gemeinde Zellerndorf,48.7212,15.936,rural-regional,7.5578,8705,ug.m-3,hour,2023
PM2.5,AT,SPO.10.PIL1.64510.6001.2,Pillersdorf bei Retz,2073 Pillersdorf; Gemeinde Zellerndorf,48.7212,15.936,rural-regional,8.8268,8724,ug.m-3,hour,2024
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,15.8958,7825,ug.m-3,hour,2014
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,19.9291,8525,ug.m-3,hour,2015
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,15.3678,8690,ug.m-3,hour,2016
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,15.9560,8723,ug.m-3,hour,2017
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,62.4713,1,ug.m-3,hour,2018
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,13.5945,8641,ug.m-3,hour,2019
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,14.0661,8550,ug.m-3,hour,2020
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,13.3598,8736,ug.m-3,hour,2021
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,13.7695,8748,ug.m-3,hour,2022
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,12.4045,8718,ug.m-3,hour,2023
PM2.5,AT,SPO.06.197.65540.6001.1,Leibnitz Lastenstraße,8430 Leibnitz,46.77833,15.54056,suburban,13.5221,8616,ug.m-3,hour,2024
PM2.5,AT,SPO.02.KA71.64339.6001.1,Klagenfurt Sterneckstraße,9020 Klagenfurt,46.62662,14.29914,urban,10.9114,165,ug.m-3,day,2021
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,13.0583,5366,ug.m-3,hour,2015
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,13.8361,8744,ug.m-3,hour,2016
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,14.6294,8629,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,13.7713,8724,ug.m-3,hour,2018
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,12.4511,8633,ug.m-3,hour,2019
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,11.2696,8742,ug.m-3,hour,2020
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,10.7126,8660,ug.m-3,hour,2021
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,11.0236,8707,ug.m-3,hour,2022
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,10.4540,8739,ug.m-3,hour,2023
PM2.5,AT,SPO.04.S173.65929.6001.1,Steyregg Au; Freizeitpark,4221 Steyregg,48.27975,14.3665,suburban,9.9263,8762,ug.m-3,hour,2024
PM2.5,AT,SPO.09.GAUD.67908.6001.1,Gaudenzdorf,1120 Wien,48.18715,16.33933,urban,11.1159,364,ug.m-3,day,2021
PM2.5,AT,SPO.05.1201.68684.6001.1,Salzburg Lehen Paumannpark,5020 Salzburg,47.81575,13.02801,suburban,7.4973,364,ug.m-3,day,2024
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,25.7732,3591,ug.m-3,hour,2013
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,16.3365,7397,ug.m-3,hour,2014
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,14.7140,8738,ug.m-3,hour,2015
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,13.5957,8517,ug.m-3,hour,2016
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,14.1329,8260,ug.m-3,hour,2017
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,14.3160,8723,ug.m-3,hour,2018
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,12.5695,8602,ug.m-3,hour,2019
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,9.5760,8773,ug.m-3,hour,2020
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,10.7055,8583,ug.m-3,hour,2021
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,10.6276,8751,ug.m-3,hour,2022
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,10.0668,8599,ug.m-3,hour,2023
PM2.5,AT,SPO.03.0104.65867.6001.1,St. Valentin A1; Buchenstraße,4300 St. Valentin,48.19234,14.51954,suburban,10.5468,8752,ug.m-3,hour,2024
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,13.3648,365,ug.m-3,day,2014
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,12.8432,365,ug.m-3,day,2015
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,11.4563,366,ug.m-3,day,2016
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,12.0946,365,ug.m-3,day,2017
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,13.9098,361,ug.m-3,day,2018
PM2.5,AT,SPO.09.LOB.64389.6001.1,Lobau,1220 Wien,48.16207,16.52561,rural-nearcity,7.9423,342,ug.m-3,day,2023
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,18.5864,8708,ug.m-3,hour,2013
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,15.6957,8743,ug.m-3,hour,2014
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,13.9564,8317,ug.m-3,hour,2015
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,13.7014,8683,ug.m-3,hour,2016
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,15.5745,8708,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,15.0225,6459,ug.m-3,hour,2018
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,13.1666,8716,ug.m-3,hour,2019
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,10.4569,8635,ug.m-3,hour,2020
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,12.4400,8718,ug.m-3,hour,2021
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,11.4345,8737,ug.m-3,hour,2022
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,10.8199,8650,ug.m-3,hour,2023
PM2.5,AT,SPO.04.S416.64344.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,10.8129,8762,ug.m-3,hour,2024
PM2.5,AT,SPO.06.173.68661.6001.1,Graz Triester Straße,8020 Graz,47.05008,15.42861,suburban,15.5731,8777,ug.m-3,hour,2024
PM2.5,AT,SPO.06.170.68436.6001.1,Graz Süd Tiergartenweg,8020 Graz,47.04172,15.43308,suburban,15.2075,7905,ug.m-3,hour,2022
PM2.5,AT,SPO.06.170.68436.6001.1,Graz Süd Tiergartenweg,8020 Graz,47.04172,15.43308,suburban,14.6367,8402,ug.m-3,hour,2023
PM2.5,AT,SPO.06.170.68436.6001.1,Graz Süd Tiergartenweg,8020 Graz,47.04172,15.43308,suburban,15.7957,8567,ug.m-3,hour,2024
PM2.5,AT,SPO.03.1903.68266.6001.1,Trasdorf im Tullnerfeld,3453 Atzenbrugg,48.33097,15.8578,rural,10.7615,8628,ug.m-3,hour,2022
PM2.5,AT,SPO.03.1903.68266.6001.1,Trasdorf im Tullnerfeld,3453 Atzenbrugg,48.33097,15.8578,rural,9.6737,8597,ug.m-3,hour,2023
PM2.5,AT,SPO.03.1903.68266.6001.1,Trasdorf im Tullnerfeld,3453 Atzenbrugg,48.33097,15.8578,rural,10.3186,8747,ug.m-3,hour,2024
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,14.7211,8324,ug.m-3,hour,2013
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,13.3591,7625,ug.m-3,hour,2014
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,13.3525,6977,ug.m-3,hour,2015
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,10.3943,8068,ug.m-3,hour,2016
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,10.3982,8394,ug.m-3,hour,2017
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,12.4624,8565,ug.m-3,hour,2018
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,9.6332,8056,ug.m-3,hour,2019
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,8.4320,8698,ug.m-3,hour,2020
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,9.0816,8570,ug.m-3,hour,2021
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,8.5838,8475,ug.m-3,hour,2022
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,8.6259,8516,ug.m-3,hour,2023
PM2.5,AT,SPO.10.ENK1.64509.6001.2,Enzenkirchen im Sauwald,4761 Enzenkirchen,48.39164,13.67086,rural-regional,7.6353,8257,ug.m-3,hour,2024
PM2.5,AT,SPO.05.2300.68902.6001.1,Hallein A10 Tauernautobahn,5400 Hallein,47.69135,13.10815,suburban,6.5035,5490,ug.m-3,hour,2024
PM2.5,AT,SPO.03.0301.67770.6001.1,Hainburg Krankenhaus,2410 Hainburg an der Donau,48.1442,16.95787,suburban,9.7767,8760,ug.m-3,hour,2020
PM2.5,AT,SPO.03.0301.67770.6001.1,Hainburg Krankenhaus,2410 Hainburg an der Donau,48.1442,16.95787,suburban,11.2569,8754,ug.m-3,hour,2021
PM2.5,AT,SPO.03.0301.67770.6001.1,Hainburg Krankenhaus,2410 Hainburg an der Donau,48.1442,16.95787,suburban,11.4626,8750,ug.m-3,hour,2022
PM2.5,AT,SPO.03.0301.67770.6001.1,Hainburg Krankenhaus,2410 Hainburg an der Donau,48.1442,16.95787,suburban,9.9976,8752,ug.m-3,hour,2023
PM2.5,AT,SPO.03.0301.67770.6001.1,Hainburg Krankenhaus,2410 Hainburg an der Donau,48.1442,16.95787,suburban,10.3406,8775,ug.m-3,hour,2024
PM2.5,AT,SPO.07.2110.68510.6001.1,Innsbruck Fallmerayerstraße,6020 Innsbruck,47.26262,11.39236,urban,9.3027,8256,ug.m-3,hour,2023
PM2.5,AT,SPO.07.2110.68510.6001.1,Innsbruck Fallmerayerstraße,6020 Innsbruck,47.26262,11.39236,urban,9.0512,8282,ug.m-3,hour,2024
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,13.2090,8237,ug.m-3,hour,2019
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,11.0805,8778,ug.m-3,hour,2020
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,10.5656,8752,ug.m-3,hour,2021
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,11.6822,8734,ug.m-3,hour,2022
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,9.0114,8672,ug.m-3,hour,2023
PM2.5,AT,SPO.09.FLO.67351.6001.1,Floridsdorf,1210 Wien,48.26109,16.39695,urban,9.8491,8738,ug.m-3,hour,2024
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,17.3874,364,ug.m-3,day,2013
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,15.8056,355,ug.m-3,day,2014
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,14.0000,364,ug.m-3,day,2016
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,14.3562,365,ug.m-3,day,2017
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,14.1154,364,ug.m-3,day,2018
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,12.5178,365,ug.m-3,day,2019
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,11.4740,365,ug.m-3,day,2020
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,11.3214,364,ug.m-3,day,2021
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,11.0027,364,ug.m-3,day,2022
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,10.3269,364,ug.m-3,day,2023
PM2.5,AT,SPO.04.S184.63488.6001.1,Linz Stadtpark; Noßbergerstraße,4020 Linz,48.30612,14.2975,urban,11.1507,365,ug.m-3,day,2024
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,13.7479,2468,ug.m-3,hour,2014
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,12.5235,8692,ug.m-3,hour,2015
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,11.9700,8710,ug.m-3,hour,2016
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,13.0957,8269,ug.m-3,hour,2017
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,13.2676,8529,ug.m-3,hour,2018
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,12.4837,8676,ug.m-3,hour,2019
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,10.6873,8520,ug.m-3,hour,2020
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,11.0837,8695,ug.m-3,hour,2021
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,9.9918,8740,ug.m-3,hour,2022
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,9.0923,8641,ug.m-3,hour,2023
PM2.5,AT,SPO.04.S156.65711.6001.1,Braunau Zentrum; Kolpingplatz,5280 Braunau am Inn,48.25747,13.03923,suburban,8.9892,8754,ug.m-3,hour,2024
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,13.5658,357,ug.m-3,day,2016
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,14.2278,360,ug.m-3,day,2017
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,14.4286,364,ug.m-3,day,2018
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,12.0301,365,ug.m-3,day,2019
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,10.9342,365,ug.m-3,day,2020
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,10.9280,361,ug.m-3,day,2021
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,10.8532,361,ug.m-3,day,2022
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,9.6593,364,ug.m-3,day,2023
PM2.5,AT,SPO.04.S406.59799.6001.1,Wels Linzerstraße,4600 Wels,48.1649,14.0366,suburban,10.5207,363,ug.m-3,day,2024
PM2.5,AT,SPO.03.0599.67771.6001.1,Klosterneuburg B14,3400 Klosterneuburg,48.30833,16.32803,suburban,8.6132,5601,ug.m-3,hour,2020
PM2.5,AT,SPO.03.0599.67771.6001.1,Klosterneuburg B14,3400 Klosterneuburg,48.30833,16.32803,suburban,11.3543,8751,ug.m-3,hour,2021
PM2.5,AT,SPO.03.0599.67771.6001.1,Klosterneuburg B14,3400 Klosterneuburg,48.30833,16.32803,suburban,10.6803,8484,ug.m-3,hour,2022
PM2.5,AT,SPO.03.0599.67771.6001.1,Klosterneuburg B14,3400 Klosterneuburg,48.30833,16.32803,suburban,10.1147,8745,ug.m-3,hour,2023
PM2.5,AT,SPO.03.0599.67771.6001.1,Klosterneuburg B14,3400 Klosterneuburg,48.30833,16.32803,suburban,10.6848,8732,ug.m-3,hour,2024
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,18.5333,8744,ug.m-3,hour,2013
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,16.7872,8744,ug.m-3,hour,2014
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,14.5670,8757,ug.m-3,hour,2015
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,13.7731,8771,ug.m-3,hour,2016
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,14.4164,8742,ug.m-3,hour,2017
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,17.3387,8717,ug.m-3,hour,2018
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,12.5929,8732,ug.m-3,hour,2019
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,10.7919,8779,ug.m-3,hour,2020
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,10.3388,8757,ug.m-3,hour,2021
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,11.6864,8374,ug.m-3,hour,2022
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,10.8041,8756,ug.m-3,hour,2023
PM2.5,AT,SPO.09.STAD.64538.6001.1,Stadlau,1220 Wien,48.22636,16.45835,urban,10.0257,8706,ug.m-3,hour,2024
PM2.5,AT,SPO.04.S416.55364.6001.1,Linz Neue Welt,4020 Linz,48.27329,14.31479,suburban,11.6827,353,ug.m-3,day,2022
PM2.5,AT,SPO.09.SCHA.68291.6001.1,Schafberg,1180 Wien,48.23537,16.30156,suburban,9.1154,362,ug.m-3,day,2022
PM2.5,AT,SPO.02.KA71.64585.6001.1,Klagenfurt Sterneckstraße,9020 Klagenfurt,46.62662,14.29914,urban,12.5804,8690,ug.m-3,hour,2013
PM2.5,AT,SPO.02.KA71.64585.6001.1,Klagenfurt Sterneckstraße,9020 Klagenfurt,46.62662,14.29914,urban,10.8543,8750,ug.m-3,hour,2014
PM2.5,AT,SPO.02.KA71.64585.6001.1,Klagenfurt Sterneckstraße,9020 Klagenfurt,46.62662,14.29914,urban,14.6085,8267,ug.m-3,hour,2015
