Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Male,M,2001,2001.0,65-69 years,65-69,Hispanic,2135-2,574,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,65-69 years,65-69,Non-Hispanic,2186-5,16951,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,70-74 years,70-74,Hispanic,2135-2,620,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,70-74 years,70-74,Non-Hispanic,2186-5,19861,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,75-79 years,75-79,Hispanic,2135-2,630,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,75-79 years,75-79,Non-Hispanic,2186-5,17811,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,80-84 years,80-84,Hispanic,2135-2,325,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,80-84 years,80-84,Non-Hispanic,2186-5,10583,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,85+ years,85+,Hispanic,2135-2,204,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,85+ years,85+,Non-Hispanic,2186-5,5960,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,20-24 years,20-24,Non-Hispanic,2186-5,20,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,25-29 years,25-29,Non-Hispanic,2186-5,49,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,30-34 years,30-34,Hispanic,2135-2,17,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,30-34 years,30-34,Non-Hispanic,2186-5,118,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,35-39 years,35-39,Hispanic,2135-2,39,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,35-39 years,35-39,Non-Hispanic,2186-5,426,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,40-44 years,40-44,Hispanic,2135-2,67,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,40-44 years,40-44,Non-Hispanic,2186-5,1570,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,45-49 years,45-49,Hispanic,2135-2,120,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,45-49 years,45-49,Non-Hispanic,2186-5,3479,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,50-54 years,50-54,Hispanic,2135-2,242,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,50-54 years,50-54,Non-Hispanic,2186-5,6197,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,55-59 years,55-59,Hispanic,2135-2,370,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,55-59 years,55-59,Non-Hispanic,2186-5,9944,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,60-64 years ,60-64,Hispanic,2135-2,465,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,60-64 years ,60-64,Non-Hispanic,2186-5,13609,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,65-69 years,65-69,Hispanic,2135-2,664,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,65-69 years,65-69,Non-Hispanic,2186-5,16614,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,70-74 years,70-74,Hispanic,2135-2,692,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,70-74 years,70-74,Non-Hispanic,2186-5,19474,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,75-79 years,75-79,Hispanic,2135-2,626,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,75-79 years,75-79,Non-Hispanic,2186-5,17872,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,80-84 years,80-84,Hispanic,2135-2,338,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,80-84 years,80-84,Non-Hispanic,2186-5,11279,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,85+ years,85+,Hispanic,2135-2,225,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2002,2002.0,85+ years,85+,Non-Hispanic,2186-5,6095,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,20-24 years,20-24,Non-Hispanic,2186-5,29,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,25-29 years,25-29,Non-Hispanic,2186-5,40,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,30-34 years,30-34,Hispanic,2135-2,20,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,30-34 years,30-34,Non-Hispanic,2186-5,116,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,35-39 years,35-39,Hispanic,2135-2,29,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,35-39 years,35-39,Non-Hispanic,2186-5,413,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,40-44 years,40-44,Hispanic,2135-2,79,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,40-44 years,40-44,Non-Hispanic,2186-5,1622,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,45-49 years,45-49,Hispanic,2135-2,151,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,45-49 years,45-49,Non-Hispanic,2186-5,3585,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,50-54 years,50-54,Hispanic,2135-2,278,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,50-54 years,50-54,Non-Hispanic,2186-5,6439,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,55-59 years,55-59,Hispanic,2135-2,414,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,55-59 years,55-59,Non-Hispanic,2186-5,10306,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,60-64 years ,60-64,Hispanic,2135-2,516,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,60-64 years ,60-64,Non-Hispanic,2186-5,14192,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,65-69 years,65-69,Hispanic,2135-2,654,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,65-69 years,65-69,Non-Hispanic,2186-5,17162,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,70-74 years,70-74,Hispanic,2135-2,711,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,70-74 years,70-74,Non-Hispanic,2186-5,19289,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,75-79 years,75-79,Hispanic,2135-2,636,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,75-79 years,75-79,Non-Hispanic,2186-5,18378,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,80-84 years,80-84,Hispanic,2135-2,364,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,80-84 years,80-84,Non-Hispanic,2186-5,11814,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,85+ years,85+,Hispanic,2135-2,199,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2003,2003.0,85+ years,85+,Non-Hispanic,2186-5,6364,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2004,2004.0,20-24 years,20-24,Non-Hispanic,2186-5,28,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2004,2004.0,25-29 years,25-29,Non-Hispanic,2186-5,46,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2004,2004.0,30-34 years,30-34,Hispanic,2135-2,17,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
