Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Female,F,2021,2021.0,30-34 years,30-34,Non-Hispanic,2186-5,94,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,35-39 years,35-39,Hispanic,2135-2,51,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,35-39 years,35-39,Non-Hispanic,2186-5,218,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,40-44 years,40-44,Hispanic,2135-2,82,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,40-44 years,40-44,Non-Hispanic,2186-5,501,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,45-49 years,45-49,Hispanic,2135-2,146,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,45-49 years,45-49,Non-Hispanic,2186-5,1241,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,50-54 years,50-54,Hispanic,2135-2,239,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_hispanic,vstat_C0242379_US_PRI_50-54_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,50-54 years,50-54,Non-Hispanic,2186-5,3206,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,55-59 years,55-59,Hispanic,2135-2,479,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,55-59 years,55-59,Non-Hispanic,2186-5,7948,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,60-64 years ,60-64,Hispanic,2135-2,791,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,60-64 years ,60-64,Non-Hispanic,2186-5,14289,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,65-69 years,65-69,Hispanic,2135-2,985,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,65-69 years,65-69,Non-Hispanic,2186-5,17183,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,70-74 years,70-74,Hispanic,2135-2,912,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,70-74 years,70-74,Non-Hispanic,2186-5,18771,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,75-79 years,75-79,Hispanic,2135-2,799,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,75-79 years,75-79,Non-Hispanic,2186-5,16319,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,80-84 years,80-84,Hispanic,2135-2,612,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,80-84 years,80-84,Non-Hispanic,2186-5,10861,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,85+ years,85+,Hispanic,2135-2,516,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2021,2021.0,85+ years,85+,Non-Hispanic,2186-5,8320,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,20-24 years,20-24,Non-Hispanic,2186-5,17,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,25-29 years,25-29,Non-Hispanic,2186-5,46,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,30-34 years,30-34,Non-Hispanic,2186-5,147,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,35-39 years,35-39,Hispanic,2135-2,34,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,35-39 years,35-39,Non-Hispanic,2186-5,539,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,40-44 years,40-44,Hispanic,2135-2,90,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,40-44 years,40-44,Non-Hispanic,2186-5,1629,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,45-49 years,45-49,Hispanic,2135-2,136,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,45-49 years,45-49,Non-Hispanic,2186-5,3358,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,50-54 years,50-54,Hispanic,2135-2,238,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,50-54 years,50-54,Non-Hispanic,2186-5,6007,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,55-59 years,55-59,Hispanic,2135-2,374,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,55-59 years,55-59,Non-Hispanic,2186-5,9813,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,60-64 years ,60-64,Hispanic,2135-2,470,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,60-64 years ,60-64,Non-Hispanic,2186-5,13386,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,65-69 years,65-69,Hispanic,2135-2,605,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,65-69 years,65-69,Non-Hispanic,2186-5,17814,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,70-74 years,70-74,Hispanic,2135-2,632,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,70-74 years,70-74,Non-Hispanic,2186-5,20546,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,75-79 years,75-79,Hispanic,2135-2,540,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,75-79 years,75-79,Non-Hispanic,2186-5,17172,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,80-84 years,80-84,Hispanic,2135-2,286,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,80-84 years,80-84,Non-Hispanic,2186-5,10045,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,85+ years,85+,Hispanic,2135-2,180,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,1999,1999.0,85+ years,85+,Non-Hispanic,2186-5,5540,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,20-24 years,20-24,Non-Hispanic,2186-5,27,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,25-29 years,25-29,Non-Hispanic,2186-5,53,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,30-34 years,30-34,Hispanic,2135-2,20,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,30-34 years,30-34,Non-Hispanic,2186-5,135,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,35-39 years,35-39,Hispanic,2135-2,38,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,35-39 years,35-39,Non-Hispanic,2186-5,488,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,40-44 years,40-44,Hispanic,2135-2,91,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,40-44 years,40-44,Non-Hispanic,2186-5,1653,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,45-49 years,45-49,Hispanic,2135-2,144,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,45-49 years,45-49,Non-Hispanic,2186-5,3406,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,50-54 years,50-54,Hispanic,2135-2,256,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,50-54 years,50-54,Non-Hispanic,2186-5,6080,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,55-59 years,55-59,Hispanic,2135-2,336,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,55-59 years,55-59,Non-Hispanic,2186-5,9887,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,60-64 years ,60-64,Hispanic,2135-2,426,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,60-64 years ,60-64,Non-Hispanic,2186-5,13294,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,65-69 years,65-69,Hispanic,2135-2,585,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,65-69 years,65-69,Non-Hispanic,2186-5,17281,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,70-74 years,70-74,Hispanic,2135-2,642,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,70-74 years,70-74,Non-Hispanic,2186-5,20248,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,75-79 years,75-79,Hispanic,2135-2,552,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,75-79 years,75-79,Non-Hispanic,2186-5,17323,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,80-84 years,80-84,Hispanic,2135-2,321,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,80-84 years,80-84,Non-Hispanic,2186-5,10243,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,85+ years,85+,Hispanic,2135-2,212,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2000,2000.0,85+ years,85+,Non-Hispanic,2186-5,5577,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,20-24 years,20-24,Non-Hispanic,2186-5,20,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,25-29 years,25-29,Non-Hispanic,2186-5,43,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,30-34 years,30-34,Non-Hispanic,2186-5,128,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,35-39 years,35-39,Hispanic,2135-2,34,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,35-39 years,35-39,Non-Hispanic,2186-5,501,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,40-44 years,40-44,Hispanic,2135-2,81,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,40-44 years,40-44,Non-Hispanic,2186-5,1662,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,45-49 years,45-49,Hispanic,2135-2,160,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,45-49 years,45-49,Non-Hispanic,2186-5,3254,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,50-54 years,50-54,Hispanic,2135-2,268,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,50-54 years,50-54,Non-Hispanic,2186-5,6311,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,55-59 years,55-59,Hispanic,2135-2,362,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,55-59 years,55-59,Non-Hispanic,2186-5,9868,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,60-64 years ,60-64,Hispanic,2135-2,504,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2001,2001.0,60-64 years ,60-64,Non-Hispanic,2186-5,13163,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
